slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
ceraleptus-lividus,Ceraleptus lividus,204871,https://inaturalist-open-data.s3.amazonaws.com/photos/43418937/medium.jpg,cc-by-sa,"(c) Gilles San Martin, some rights reserved (CC BY-SA), uploaded by Gilles San Martin",ok,
cerastium-glomeratum,Cerastium glomeratum,52973,https://inaturalist-open-data.s3.amazonaws.com/photos/364232762/medium.jpg,cc-by-sa,"(c) Gilles San Martin, some rights reserved (CC BY-SA), uploaded by Gilles San Martin",ok,
ceratopogonidae-indet,Ceratopogonidae indet.,69803,https://inaturalist-open-data.s3.amazonaws.com/photos/115149365/medium.jpg,cc-by-nc,"(c) Kenneth Lorenzen, some rights reserved (CC BY-NC), uploaded by Kenneth Lorenzen",ok,family-level
chaenorhinum-minus,Chaenorhinum minus,62396,https://inaturalist-open-data.s3.amazonaws.com/photos/9175529/medium.jpeg,cc-by-nc,"(c) Don Sutherland, some rights reserved (CC BY-NC), uploaded by Don Sutherland",ok,
chaenorhinum-origanifolium,Chaenorhinum origanifolium,60887,https://inaturalist-open-data.s3.amazonaws.com/photos/455725958/medium.jpg,cc-by,"(c) zebedeugalinha, some rights reserved (CC BY)",ok,alternate obs photo
chaoborus-spec,Chaoborus spec.,129899,https://inaturalist-open-data.s3.amazonaws.com/photos/2287381/medium.jpg,cc-by-nc,"(c) Martin Grimm, some rights reserved (CC BY-NC)",ok,genus-level
cheilosia-illustrata,Cheilosia illustrata,333694,https://inaturalist-open-data.s3.amazonaws.com/photos/2139863/medium.jpg,cc-by-nc-sa,"(c) oldbilluk, some rights reserved (CC BY-NC-SA)",ok,
cheilosia-spec,Cheilosia spec.,124483,https://inaturalist-open-data.s3.amazonaws.com/photos/99420369/medium.jpeg,cc-by,"(c) Will Linnard, some rights reserved (CC BY), uploaded by Will Linnard",ok,genus-level
chenopodiastrum-murale,Chenopodiastrum murale,514012,https://inaturalist-open-data.s3.amazonaws.com/photos/282853405/medium.jpeg,cc-by-nc,"(c) Jacobo Krauel, some rights reserved (CC BY-NC), uploaded by Jacobo Krauel",ok,
chirosia-betuleti,Chirosia betuleti,487156,https://inaturalist-open-data.s3.amazonaws.com/photos/138520988/medium.jpeg,cc-by-nc,"(c) Jurga Motiejūnaitė, some rights reserved (CC BY-NC), uploaded by Jurga Motiejūnaitė",ok,shows gall/larval stage
chlorophyllum-rhacodes,Chlorophyllum rhacodes,56535,https://inaturalist-open-data.s3.amazonaws.com/photos/169837754/medium.jpg,cc-by-nc,"(c) turtlepant, some rights reserved (CC BY-NC)",ok,alternate obs photo
choreutis-nemorana,Choreutis nemorana,466473,https://inaturalist-open-data.s3.amazonaws.com/photos/99208890/medium.jpeg,cc-by-nc,"(c) Corinna Herr, some rights reserved (CC BY-NC)",ok,larval stage shown
chorthippus-albomarginatus,Chorthippus albomarginatus,1562729,https://inaturalist-open-data.s3.amazonaws.com/photos/156053339/medium.jpg,cc-by,"(c) Иван Пристрем, some rights reserved (CC BY), uploaded by Иван Пристрем",ok,
chorthippus-biguttulus,Chorthippus biguttulus,1562735,https://inaturalist-open-data.s3.amazonaws.com/photos/598497897/medium.jpg,cc-by-nc-sa,"(c) Xenophon, some rights reserved (CC BY-NC-SA)",ok,alternate obs photo
chromatomyia-spinaciae,Chromatomyia spinaciae,907787,https://inaturalist-open-data.s3.amazonaws.com/photos/237462524/medium.jpeg,cc-by-nc,"(c) Séraphin Poudrier, some rights reserved (CC BY-NC), uploaded by Séraphin Poudrier",ok,shows leaf mines; iNat as Phytomyza spinaciae
chromatomyia-syngenesiae,Chromatomyia syngenesiae,417350,https://inaturalist-open-data.s3.amazonaws.com/photos/21517121/medium.jpeg,cc-by,"(c) Even Dankowicz, some rights reserved (CC BY), uploaded by Even Dankowicz",ok,iNat as Phytomyza syngenesiae
chrysochraon-dispar,Chrysochraon dispar,465461,https://inaturalist-open-data.s3.amazonaws.com/photos/9513574/medium.jpeg,cc-by,"(c) carnifex, some rights reserved (CC BY), uploaded by carnifex",ok,
chrysops-relictus,Chrysops relictus,130392,https://inaturalist-open-data.s3.amazonaws.com/photos/42693758/medium.jpg,cc-by-nc,"(c) Vladimir Bryukhov, some rights reserved (CC BY-NC)",ok,alternate obs photo
chyromyidae-indet,Chyromyidae indet.,329822,https://inaturalist-open-data.s3.amazonaws.com/photos/7125705/medium.jpg,cc-by-nc,"(c) C. Mallory, some rights reserved (CC BY-NC), uploaded by C. Mallory",ok,family-level
cidaria-fulvata,Cidaria fulvata,322804,https://inaturalist-open-data.s3.amazonaws.com/photos/28596881/medium.jpg,cc-by-nc,"(c) Paolo Mazzei, some rights reserved (CC BY-NC), uploaded by Paolo Mazzei",ok,
circus-aeruginosus,Circus aeruginosus,5173,https://inaturalist-open-data.s3.amazonaws.com/photos/113786815/medium.jpg,cc-by-nc,"(c) Radovan Václav, some rights reserved (CC BY-NC)",ok,
cirsium-palustre,Cirsium palustre,160623,https://inaturalist-open-data.s3.amazonaws.com/photos/48248261/medium.jpeg,cc-by-nc,"(c) Lucy Beth Cox, some rights reserved (CC BY-NC)",ok,alternate obs photo
cladonia-coniocraea,Cladonia coniocraea,155093,https://inaturalist-open-data.s3.amazonaws.com/photos/58167181/medium.jpg,cc-by-nc,"(c) yakfur, some rights reserved (CC BY-NC), uploaded by yakfur",ok,
claytonia-perfoliata,Claytonia perfoliata,52994,https://inaturalist-open-data.s3.amazonaws.com/photos/182808852/medium.jpeg,cc-by-nc,"(c) Lauren Glevanik, some rights reserved (CC BY-NC), uploaded by Lauren Glevanik",ok,
