slug,latin_name,common_name,category,family,genus,observations_count
volvariella-gloiocephala,Volvariella gloiocephala,Stubble Rosegill,fungus,Pluteaceae,Volvopluteus,2
xysticus-ulmi,Xysticus ulmi,Swamp Crab Spider,arachnid,Thomisidae,Xysticus,2
ypsolopha-dentella,Ypsolopha dentella,Honeysuckle Moth,insect,Ypsolophidae,Ypsolopha,2
ypsolopha-scabrella,Ypsolopha scabrella,Wainscot Smudge,insect,Ypsolophidae,Ypsolopha,2
abia-nitens,Abia nitens,Scabious Sawfly,insect,Cimbicidae,Abia,1
acanthus-hungaricus,Acanthus hungaricus,Hungarian bear's breeches,plant,Acanthaceae,Acanthus,1
acanthus-spec,Acanthus spec.,Acanthus unknown,other,,,1
acer-negundo,Acer negundo,Ash-leaved Maple,plant,Sapindaceae,Acer,1
acer-platanoides,Acer platanoides,Norway Maple,plant,Sapindaceae,Acer,1
acer-pseudoplatanus-f-aureovariegatum,Acer pseudoplatanus f. aureovariegatum,golden variegated sycamore,plant,Sapindaceae,Acer,1
acer-saccharinum,Acer saccharinum,Silver maple,plant,Sapindaceae,Acer,1
achillea-millefolium-cultivar,Achillea millefolium (cultivar),Yarrow (cultivar),plant,Asteraceae,Achillea,1
acleris-bergmanniana,Acleris bergmanniana,Yellow Rose Tortrix,insect,Tortricidae,Acleris,1
acleris-ferrugana,Acleris ferrugana,Rusty Oak Button,insect,Tortricidae,Acleris,1
acleris-logiana,Acleris logiana,North American Black-headed Birch Leaffolder Moth,insect,Tortricidae,Acleris,1
acleris-variegana,Acleris variegana,Garden Rose Tortrix,insect,Tortricidae,Acleris,1
acrobasis-advenella,Acrobasis advenella,Grey Knot-horn,insect,Pyralidae,Acrobasis,1
acrolepiopsis-assectella,Acrolepiopsis assectella,Leek moth,insect,Glyphipterigidae,Acrolepia,1
acronicta-rumicis,Acronicta rumicis,Knot Grass,insect,Noctuidae,Acronicta,1
aculus-tetanothrix,Aculus tetanothrix,Willow Bead Gall Mite,arachnid,Eriophyidae,Aculus,1
adiantum-venustum,Adiantum venustum,Himalayan maidenhair,plant,Pteridaceae,Adiantum,1
aegopinella-nitidula,Aegopinella nitidula,Smooth Glass Snail,mollusc,Gastrodontidae,Aegopinella,1
aelia-acuminata,Aelia acuminata,Bishop's Mitre Shieldbug,insect,Pentatomidae,Aelia,1
aesculus-hippocastanum,Aesculus hippocastanum,Horse-chestnut,plant,Sapindaceae,Aesculus,1
aesculus-parviflora,Aesculus parviflora,Dwarf buckeye,plant,Sapindaceae,Aesculus,1
