slug,latin_name,common_name,category,family,genus,observations_count
euplexia-lucipara,Euplexia lucipara,Small Angle Shades,insect,Noctuidae,Euplexia,1
eupterycyba-jucunda,Eupterycyba jucunda,Leafhopper,insect,Cicadellidae,Eupterycyba,1
eupteryx-florida,Eupteryx florida,Florida leafhopper,insect,Cicadellidae,Eupteryx,1
eurygaster-testudinaria,Eurygaster testudinaria,Tortoise Bug,insect,Scutelleridae,Eurygaster,1
eurylabus-spec,Eurylabus spec.,Ichneumon wasp,insect,Ichneumonidae,Eurylabus,1
eustalomyia-hilaris,Eustalomyia hilaris,Root-maggot fly,insect,Anthomyiidae,Eustalomyia,1
eutomostethus-ephippium,Eutomostethus ephippium,Saddleback Grass-cutter,insect,Tenthredinidae,Eutomostethus,1
evergestis-pallidata,Evergestis pallidata,Purple-backed Cabbageworm Moth,insect,Crambidae,Evergestis,1
exephanes-ischioxanthus,Exephanes ischioxanthus,Ichneumon wasp,insect,Ichneumonidae,Exephanes,1
exetastes-adpressorius,Exetastes adpressorius,Ichneumon wasp,insect,Ichneumonidae,Exetastes,1
fagopyrum-esculentum,Fagopyrum esculentum,Buckwheat,plant,Polygonaceae,Fagopyrum,1
falco-tinnunculus,Falco tinnunculus,Common Kestrel,bird,Falconidae,Falco,1
fallopia-convolvulus,Fallopia convolvulus,Black Bindweed,plant,Polygonaceae,Fallopia,1
fallopia-japonica-fallopia-sachalinensis-fallopia-x-bohemica,Fallopia japonica + Fallopia sachalinensis + Fallopia x bohemica,Japanese / Giant / Bohemian knotweeds,other,,,1
felis-catus,Felis catus,Domesticated Cat,mammal,Felidae,Felis,1
foeniculum-vulgare,Foeniculum vulgare,Fennel,plant,Apiaceae,Foeniculum,1
forcipomyia-paludis,Forcipomyia paludis,Marsh biting midge,insect,Ceratopogonidae,Forcipomyia,1
fuchsia-spec,Fuchsia spec.,Fuchsia unknown,other,,,1
fungi-indet,Fungi indet.,Unidentified Fungus,other,,,1
galega-officinalis,Galega officinalis,Goat's Rue,plant,Fabaceae,Galega,1
galeopsis-spec,Galeopsis spec.,Hempnettle unknown,other,,,1
galeopsis-tetrahit,Galeopsis tetrahit,Common Hemp-nettle,plant,Lamiaceae,Galeopsis,1
gambrus-carnifex,Gambrus carnifex,Ichneumon wasp,insect,Ichneumonidae,Gambrus,1
ganoderma-resinaceum,Ganoderma resinaceum,Resinous polypore,fungus,Polyporaceae,Ganoderma,1
gelis-spec,Gelis spec.,Gelis parasitoid wasp,insect,Ichneumonidae,Gelis,1
