slug,latin_name,common_name,category,family,genus,observations_count
epinotia-nisella,Epinotia nisella,Yellow-headed Aspen Leaftier,insect,Tortricidae,Epinotia,1
epinotia-tenerana,Epinotia tenerana,Nut Bud Moth,insect,Tortricidae,Epinotia,1
erigone-dentipalpis,Erigone dentipalpis,Tooth-palped Money Spider,arachnid,Linyphiidae,Erigone,1
eriocampa-ovata,Eriocampa ovata,Alder Sawfly,insect,Tenthredinidae,Eriocampa,1
eriophyes-inangulis,Eriophyes inangulis,Alder Vein Angle Gall Mite,arachnid,Eriophyidae,Eriophyes,1
eristalis-arbustorum-abusiva,Eristalis arbustorum/abusiva,Eurasian Drone Fly,insect,Syrphidae,Eristalis,1
eristalis-spec,Eristalis spec.,Drone Flies,insect,Syrphidae,Eristalis,1
erodium-trifolium,Erodium trifolium,Three-leaved stork's-bill,plant,Geraniaceae,Erodium,1
eruca-vesicaria,Eruca vesicaria,Rocketsalad,plant,Brassicaceae,Eruca,1
erysimum-bicolor,Erysimum bicolor,Two-coloured wallflower,plant,Brassicaceae,Erysimum,1
erysiphe-sensu-lato,Erysiphe sensu lato,Powdery mildew fungi,fungus,Erysiphaceae,Erysiphe,1
eschscholzia-californica,Eschscholzia californica,Californian Poppy,plant,Papaveraceae,Eschscholzia,1
ethmia-bipunctella,Ethmia bipunctella,Ethmia bipunctella group,insect,Ethmiidae,Ethmia,1
ethmia-terminella,Ethmia terminella,Ethmia moth,insect,Ethmiidae,Ethmia,1
eudemis-porphyrana,Eudemis porphyrana,Apple Marble,insect,Tortricidae,Eudemis,1
eudemis-profundana,Eudemis profundana,Diamond-back Marble,insect,Tortricidae,Eudemis,1
euleia-heraclei,Euleia heraclei,Celery Fly,insect,Tephritidae,Euleia,1
eumerus-spec,Eumerus spec.,Bulb flies,other,,,1
euphorbia-amygdaloides-subsp-robbiae,Euphorbia amygdaloides subsp. robbiae,Robb's wood spurge,plant,Euphorbiaceae,Euphorbia,1
euphorbia-cyparissias,Euphorbia cyparissias,Cypress spurge,plant,Euphorbiaceae,Euphorbia,1
eupithecia-abbreviata,Eupithecia abbreviata,Brindled Pug,insect,Geometridae,Eupithecia,1
eupithecia-absinthiata,Eupithecia absinthiata,Wormwood Pug,insect,Geometridae,Eupithecia,1
eupithecia-icterata,Eupithecia icterata,Tawny Speckled Pug,insect,Geometridae,Eupithecia,1
eupithecia-linariata,Eupithecia linariata,Toadflax Pug,insect,Geometridae,Eupithecia,1
eupithecia-pulchellata-linariata,Eupithecia pulchellata / linariata,Foxglove Pug,insect,Geometridae,Eupithecia,1
