slug,latin_name,common_name,category,family,genus,observations_count
idaea-rusticata,Idaea rusticata,Least Carpet,insect,Geometridae,Idaea,13
limnephilus-marmoratus,Limnephilus marmoratus,Cinnamon sedge,insect,Limnephilidae,Limnephilus,13
lomaspilis-marginata,Lomaspilis marginata,Clouded Border,insect,Geometridae,Lomaspilis,13
microlepidoptera-indet,Microlepidoptera indet.,Unidentified micro moth,other,,,13
sisymbrium-officinale,Sisymbrium officinale,Hedge Mustard,plant,Brassicaceae,Sisymbrium,13
acleris-forsskaleana,Acleris forsskaleana,Maple Leaftier Moth,insect,Tortricidae,Acleris,12
andrena-flavipes,Andrena flavipes,Yellow-legged Mining Bee,insect,Andrenidae,Andrena,12
anthomyiidae-indet,Anthomyiidae indet.,Root-maggot Flies,insect,Anthomyiidae,,12
apamea-monoglypha,Apamea monoglypha,Dark Arches,insect,Noctuidae,Apamea,12
chelostoma-rapunculi,Chelostoma rapunculi,Rampion Scissor Bee,insect,Megachilidae,Chelostoma,12
chorthippus-biguttulus-group,Chorthippus biguttulus-group,Biguttulus-group,insect,Acrididae,Chorthippus,12
coreus-marginatus,Coreus marginatus,Dock Bug,insect,Coreidae,Coreus,12
crambus-perlella,Crambus perlella,Yellow Satin Veneer,insect,Crambidae,Crambus,12
dipsacus-pilosus,Dipsacus pilosus,Small Teasel,plant,Caprifoliaceae,Dipsacus,12
ditula-angustiorana,Ditula angustiorana,Red-barred Tortrix,insect,Tortricidae,Ditula,12
megachile-willughbiella,Megachile willughbiella,Willughby's Leafcutter Bee,insect,Megachilidae,Megachile,12
mormo-maura,Mormo maura,Old Lady,insect,Noctuidae,Mormo,12
sarcophaga-spec,Sarcophaga spec.,Common Flesh Flies,insect,Sarcophagidae,Sarcophaga,12
acentria-ephemerella,Acentria ephemerella,Water Veneer,insect,Crambidae,Acentria,11
cepaea-spec,Cepaea spec.,Banded snails,other,,,11
cirsium-vulgare,Cirsium vulgare,Spear Thistle,plant,Asteraceae,Cirsium,11
crocallis-elinguaria,Crocallis elinguaria,Scalloped Oak,insect,Geometridae,Crocallis,11
graphosoma-italicum,Graphosoma italicum,Striped shield bug,insect,Pentatomidae,Graphosoma,11
gymnoscelis-rufifasciata,Gymnoscelis rufifasciata,Double-striped Pug,insect,Geometridae,Gymnoscelis,11
hylaeus-communis,Hylaeus communis,Common Yellow-face Bee,insect,Colletidae,Hylaeus,11
