slug,latin_name,common_name,category,family,genus,observations_count
philereme-vetulata,Philereme vetulata,Brown Scallop,insect,Geometridae,Philereme,2
philosepedon-spec,Philosepedon spec.,moth fly,insect,Psychodidae,Philosepedon,2
phragmatobia-fuliginosa,Phragmatobia fuliginosa,Ruby Tiger,insect,Erebidae,Phragmatobia,2
phycitodes-spec,Phycitodes spec.,pyralid moth,insect,Pyralidae,Phycitodes,2
phymatocera-aterrima,Phymatocera aterrima,Solomon's-seal Sawfly,insect,Tenthredinidae,Phymatocera,2
physcia-adscendens,Physcia adscendens,Hooded Rosette Lichen,lichen,Physciaceae,Physcia,2
physconia-grisea,Physconia grisea,Grey Frost Lichen,lichen,Physciaceae,Poeltonia,2
physocephala-rufipes,Physocephala rufipes,Waisted Beegrabber,insect,Conopidae,Physocephala,2
phytocoris-ulmi,Phytocoris ulmi,elm plant bug,insect,Miridae,Phytocoris,2
phytomyza-senecionis,Phytomyza senecionis,ragwort leaf miner,insect,Agromyzidae,Phytomyza,2
plagiognathus-arbustorum,Plagiognathus arbustorum,Common Nettle Flower Bug,insect,Miridae,Plagiognathus,2
plagiognathus-chrysanthemi,Plagiognathus chrysanthemi,Trefoil Plant Bug,insect,Miridae,Plagiognathus,2
platypalpus-spec,Platypalpus spec.,dance fly,insect,Hybotidae,Platypalpus,2
poa-compressa,Poa compressa,Flattened Meadow-grass,plant,Poaceae,Poa,2
poa-trivialis,Poa trivialis,Rough Meadow-grass,plant,Poaceae,Poa,2
polyporus-squamosus,Polyporus squamosus,Dryad's Saddle,fungus,Polyporaceae,Polyporus,2
pompilidae-indet,Pompilidae indet.,Spider wasp unknown,insect,Pompilidae,,2
pontania-proxima,Pontania proxima,Willow Redgall Sawfly,insect,Tenthredinidae,Pontania,2
potentilla-argentea,Potentilla argentea,Hoary Cinquefoil,plant,Rosaceae,Potentilla,2
protoparmeliopsis-muralis,Protoparmeliopsis muralis,Chewing Gum Lichen,lichen,Lecanoraceae,Protoparmeliopsis,2
pseudovadonia-livida,Pseudovadonia livida,Fairy-ring Longhorn Beetle,insect,Cerambycidae,Pseudovadonia,2
punctelia-borreri,Punctelia borreri,Borrers speckled shield lichen,lichen,Parmeliaceae,Punctelia,2
pyrrhalta-viburni,Pyrrhalta viburni,Viburnum Leaf Beetle,insect,Chrysomelidae,Pyrrhalta,2
pyrrhosoma-nymphula,Pyrrhosoma nymphula,Large Red Damselfly,insect,Coenagrionidae,Pyrrhosoma,2
rhogogaster-spec,Rhogogaster spec.,grass sawfly,insect,Tenthredinidae,Rhogogaster,2
