slug,latin_name,common_name,category,family,genus,observations_count
eucosma-cana,Eucosma cana,Hoary Bell,insect,Tortricidae,Eucosma,4
halyzia-sedecimguttata,Halyzia sedecimguttata,Orange Ladybird,insect,Coccinellidae,Halyzia,4
heterotoma-planicornis,Heterotoma planicornis,Common Flathorn Plant Bug,insect,Miridae,Heterotoma,4
idaea-biselata,Idaea biselata,Small Fan-footed Wave,insect,Geometridae,Idaea,4
lacanobia-oleracea,Lacanobia oleracea,Bright-line Brown-eye,insect,Noctuidae,Lacanobia,4
lathyrus-sylvestris,Lathyrus sylvestris,Narrow-leaved Everlasting-pea,plant,Fabaceae,Lathyrus,4
leontodon-saxatilis,Leontodon saxatilis,Lesser Hawkbit,plant,Asteraceae,,4
linyphiidae-indet,Linyphiidae indet.,Sheetweb and Dwarf Weavers,arachnid,Linyphiidae,,4
lolium-perenne,Lolium perenne,Perennial Rye-grass,plant,Poaceae,Lolium,4
lomographa-bimaculata,Lomographa bimaculata,White-pinion Spotted,insect,Geometridae,Lomographa,4
lycophotia-porphyrea,Lycophotia porphyrea,True Lover's Knot,insect,Noctuidae,Lycophotia,4
matricaria-discoidea,Matricaria discoidea,Pineappleweed,plant,Asteraceae,Matricaria,4
megachile-ericetorum,Megachile ericetorum,Banded Mud Bee,insect,Megachilidae,Megachile,4
meliscaeva-auricollis,Meliscaeva auricollis,Spotted Thintail,insect,Syrphidae,Meliscaeva,4
nephrotoma-spec,Nephrotoma spec.,Tiger Crane Flies,insect,Tipulidae,Nephrotoma,4
netta-rufina,Netta rufina,Red-crested Pochard,bird,Anatidae,Netta,4
notoxus-monoceros,Notoxus monoceros,monoceros beetle,insect,Anthicidae,Notoxus,4
ochropacha-duplaris,Ochropacha duplaris,Common Lutestring,insect,Drepanidae,Ochropacha,4
ononis-spinosa-subsp-procurrens,Ononis spinosa subsp. procurrens,Common Restharrow,plant,Fabaceae,Ononis,4
orthotrichia-costalis,Orthotrichia costalis,Microcaddisflies,insect,Hydroptilidae,Orthotrichia,4
papilio-machaon,Papilio machaon,Swallowtail,insect,Papilionidae,Papilio,4
paraswammerdamia-nebulella,Paraswammerdamia nebulella,Hawthorn Ermel,insect,Yponomeutidae,Paraswammerdamia,4
pardosa-spec,Pardosa spec.,Wolf Spider unknown,arachnid,Lycosidae,Pardosa,4
phalera-bucephala,Phalera bucephala,Buff-tip,insect,Notodontidae,Phalera,4
pimplinae-indet,Pimplinae indet.,Pimpline wasps,other,,,4
