slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
malva-sylvestris-cultivar,Malva sylvestris (cultivar),56162,https://inaturalist-open-data.s3.amazonaws.com/photos/608220986/medium.jpg,cc-by-sa,"(c) Alvesgaspar, some rights reserved (CC BY-SA)",ok,flower and leaves clear
nycticorax-nycticorax,Nycticorax nycticorax,4979,https://inaturalist-open-data.s3.amazonaws.com/photos/29852324/medium.jpg,cc-by-nc,"(c) David McCorquodale, some rights reserved (CC BY-NC)",ok,head portrait clear and sharp
oenothera-x-fallax-o-biennis-x-o-glazioviana,Oenothera x fallax (O. biennis x O. glazioviana),1177986,https://inaturalist-open-data.s3.amazonaws.com/photos/1653132/medium.jpg,cc-by-nc-sa,"(c) Bas Kers (NL), some rights reserved (CC BY-NC-SA)",ok,whole plant in habitat
panorpa-vulgaris,Panorpa vulgaris,123579,https://inaturalist-open-data.s3.amazonaws.com/photos/79706880/medium.jpg,cc-by-nc,"(c) Andrei, some rights reserved (CC BY-NC), uploaded by Andrei",ok,full scorpionfly dorsal on leaf
potentilla-anserina,Potentilla anserina,158615,https://inaturalist-open-data.s3.amazonaws.com/photos/43334473/medium.jpeg,cc-by-nc,"(c) Zdeňka Nováková, some rights reserved (CC BY-NC), uploaded by Zdeňka Nováková",ok,flower + silvery leaves clear
rhaphigaster-nebulosa,Rhaphigaster nebulosa,142936,https://inaturalist-open-data.s3.amazonaws.com/photos/7238974/medium.jpeg,cc-by-nc,"(c) Jakob Fahr, some rights reserved (CC BY-NC), uploaded by Jakob Fahr",ok,full bug dorsal view sharp
scoparia-ambigualis,Scoparia ambigualis,324136,https://inaturalist-open-data.s3.amazonaws.com/photos/74196876/medium.jpg,cc-by-sa,"(c) Gilles San Martin, some rights reserved (CC BY-SA), uploaded by Gilles San Martin",ok,full moth on white background
vicia-villosa,Vicia villosa,57317,https://inaturalist-open-data.s3.amazonaws.com/photos/344614087/medium.jpeg,cc-by-nc,"(c) Ivan Jarolímek, some rights reserved (CC BY-NC), uploaded by Ivan Jarolímek",ok,whole plant with flowers in focus
ancistrocerus-spec,Ancistrocerus spec.,127788,https://inaturalist-open-data.s3.amazonaws.com/photos/87230295/medium.jpeg,cc-by,"(c) Owen Strickland, some rights reserved (CC BY), uploaded by Owen Strickland",ok,full wasp lateral view
anthemis-tinctoria,Anthemis tinctoria,76456,https://inaturalist-open-data.s3.amazonaws.com/photos/60614243/medium.jpg,cc-by-nc,"(c) Светлана Нестерова, some rights reserved (CC BY-NC), uploaded by Светлана Нестерова",ok,field of flowers recognisable
auplopus-carbonarius,Auplopus carbonarius,466448,https://static.inaturalist.org/photos/1999533/medium.jpg,,"(c) Valter Jacinto, all rights reserved",ok,full wasp on bark clear; default only photo available
borkhausenia-nefrax,Borkhausenia nefrax,325655,https://inaturalist-open-data.s3.amazonaws.com/photos/691723/medium.jpg,cc-by-nc,"(c) Christophe Quintin, some rights reserved (CC BY-NC)",ok,full moth clear
catoptria-verellus,Catoptria verellus,324616,https://static.inaturalist.org/photos/111889579/medium.jpg,,"(c) Linné's Nightmare, all rights reserved, uploaded by Linné's Nightmare",ok_no_open_license,full moth on wood sharp; all rights reserved; alternates unavailable (API rate limit)
colletes-spec,Colletes spec.,127740,https://inaturalist-open-data.s3.amazonaws.com/photos/223368226/medium.jpeg,cc-by-nc,"(c) Craig Chaddock, some rights reserved (CC BY-NC), uploaded by Craig Chaddock",ok,bee on flower sharp
emmelina-monodactyla,Emmelina monodactyla,127431,https://static.inaturalist.org/photos/505920/medium.jpg,,"(c) Marcello Consolo, all rights reserved",ok_no_open_license,distinctive plume moth clear; all rights reserved; alternates unavailable (API rate limit)
eudonia-lacustrata,Eudonia lacustrata,361095,https://inaturalist-open-data.s3.amazonaws.com/photos/193631915/medium.jpeg,cc-by-nc,"(c) ingridaltmann, some rights reserved (CC BY-NC)",ok,full moth on leaf clear
eurydema-oleracea,Eurydema oleracea,70192,https://inaturalist-open-data.s3.amazonaws.com/photos/378646778/medium.jpg,cc-by-nc-sa,"(c) Ferran Turmo Gort, some rights reserved (CC BY-NC-SA)",ok,full bug dorsal sharp
gomphocerinae-indet,Gomphocerinae indet.,244406,https://inaturalist-open-data.s3.amazonaws.com/photos/160105571/medium.jpg,cc-by-nc,"(c) Hjalte Kjærby, some rights reserved (CC BY-NC), uploaded by Hjalte Kjærby",ok,full grasshopper lateral clear
gonocerus-acuteangulatus,Gonocerus acuteangulatus,204781,https://inaturalist-open-data.s3.amazonaws.com/photos/215439902/medium.jpg,cc-by-nc,"(c) Quentin Gaillard, some rights reserved (CC BY-NC), uploaded by Quentin Gaillard",ok,full bug dorsal on flowers sharp
leucania-obsoleta,Leucania obsoleta,324830,https://inaturalist-open-data.s3.amazonaws.com/photos/205435410/medium.jpg,cc-by-nc,"(c) Michał Brzeziński, some rights reserved (CC BY-NC), uploaded by Michał Brzeziński",ok,full moth on dead leaf clear
melilotus-altissimus-melilotus-officinalis,Melilotus altissimus + Melilotus officinalis,165287,https://inaturalist-open-data.s3.amazonaws.com/photos/21642035/medium.jpeg,cc-by-nc,"(c) Pete Woodall, some rights reserved (CC BY-NC), uploaded by Pete Woodall",ok,yellow flower spike clear
mononychus-punctumalbum,Mononychus punctumalbum,464843,https://inaturalist-open-data.s3.amazonaws.com/photos/41689552/medium.jpg,cc-by-sa,"(c) Gilles San Martin, some rights reserved (CC BY-SA), uploaded by Gilles San Martin",ok,two weevils on iris bud sharp
nephopterix-angustella,Nephopterix angustella,325966,https://inaturalist-open-data.s3.amazonaws.com/photos/163940439/medium.jpg,cc-by-nc,"(c) Andrey Ponomarev, some rights reserved (CC BY-NC), uploaded by Andrey Ponomarev",ok,full moth on leaf clear
pyralis-farinalis,Pyralis farinalis,199870,https://inaturalist-open-data.s3.amazonaws.com/photos/293055000/medium.jpg,cc-by-nc,"(c) Michał Brzeziński, some rights reserved (CC BY-NC), uploaded by Michał Brzeziński",ok,full moth on leaf clear
rumex-crispus,Rumex crispus,53197,https://inaturalist-open-data.s3.amazonaws.com/photos/447224091/medium.jpeg,cc-by-nc,"(c) Joseph Knight, some rights reserved (CC BY-NC), uploaded by Joseph Knight",ok,seed head close-up; plant recognisable
