slug,latin_name,common_name,category,family,genus,observations_count
dilophus-febrilis,Dilophus febrilis,Fever Fly,insect,Bibionidae,Dilophus,1
dioctria-linearis,Dioctria linearis,Small Yellow-legged Robber Fly,insect,Asilidae,Dioctria,1
diplazontinae-indet,Diplazontinae indet.,Hover Fly Parasitoid Wasps,other,,,1
dolichopus-lepidus,Dolichopus lepidus,Scaly long-legged fly,insect,Dolichopodidae,Dolichopus,1
dolichopus-plumipes,Dolichopus plumipes,Feather-legged long-legged fly,insect,Dolichopodidae,Dolichopus,1
donacia-clavipes,Donacia clavipes,Club-footed reed beetle,insect,Chrysomelidae,Donacia,1
donacia-semicuprea,Donacia semicuprea,Grooved Leaf Beetle,insect,Chrysomelidae,Donacia,1
drosera-rotundifolia,Drosera rotundifolia,Round-leaved Sundew,plant,Droseraceae,Drosera,1
dysmachus-trigonus,Dysmachus trigonus,fan-bristled robberfly,insect,Asilidae,Dysmachus,1
eccopisa-effractella,Eccopisa effractella,Snout moth,insect,Pyralidae,Eccopisa,1
echinochloa-crus-galli,Echinochloa crus-galli,Cockspur,plant,Poaceae,Echinochloa,1
ectemnius-sexcinctus,Ectemnius sexcinctus,Six-banded digger wasp,insect,Crabronidae,Ectemnius,1
ectobius-vittiventris,Ectobius vittiventris,Amber Wood Cockroach,insect,Ectobiidae,Ectobius,1
ectopsocus-briggsi,Ectopsocus briggsi,Briggs's bark louse,insect,Ectopsocidae,Ectopsocus,1
eilema-complana,Eilema complana,Scarce Footman,insect,Erebidae,Manulea,1
encyrtidae-indet,Encyrtidae indet.,Encyrtid wasps,insect,Encyrtidae,,1
enicospilus-spec,Enicospilus spec.,Enicospilus senescens species-group,insect,Ichneumonidae,Enicospilus,1
ennomos-alniaria,Ennomos alniaria,Canary-shouldered Thorn,insect,Geometridae,Ennomos,1
ennomos-quercinaria,Ennomos quercinaria,August Thorn,insect,Geometridae,Ennomos,1
enolmis-acanthella,Enolmis acanthella,Spotted-seal enolmis moth,insect,Scythrididae,Enolmis,1
ensis-leei,Ensis leei,Atlantic Jackknife Clam,mollusc,Pharidae,Ensis,1
epermenia-chaerophyllella,Epermenia chaerophyllella,Common Ridge-back,insect,Epermeniidae,Epermenia,1
epilobium-montanum,Epilobium montanum,Broad-leaved Willowherb,plant,Onagraceae,Epilobium,1
epinotia-demarniana,Epinotia demarniana,Birch Bell,insect,Tortricidae,Epinotia,1
epinotia-immundana,Epinotia immundana,Common Birch Bell,insect,Tortricidae,Epinotia,1
