slug,latin_name,common_name,category,family,genus,observations_count
arctium-spec,Arctium spec.,Burdock unknown,plant,Asteraceae,Arctium,4
auricularia-mesenterica,Auricularia mesenterica,Tripe fungus,fungus,Auriculariaceae,Auricularia,4
capsella-bursa-pastoris,Capsella bursa-pastoris,Shepherd's-purse,plant,Brassicaceae,Capsella,4
carabidae-indet,Carabidae indet.,Unidentified Ground beetle,insect,Carabidae,"",4
cernuella-virgata,Cernuella virgata,Striped Snail,mollusc,Geomitridae,Cernuella,4
chloroclystis-v-ata,Chloroclystis v-ata,V-Pug,insect,Geometridae,Chloroclystis,4
clematis-vitalba,Clematis vitalba,Traveller's-joy,plant,Ranunculaceae,Clematis,4
clubiona-spec,Clubiona spec.,Stout Sac Spider unknown,arachnid,Clubionidae,Clubiona,4
cnephaeus-serotinus,Cnephaeus serotinus,Serotine,mammal,Vespertilionidae,Eptesicus,4
colletes-daviesanus-fodiens-similis,Colletes daviesanus/fodiens/similis,Davies' Cellophane Bee,insect,Colletidae,Colletes,4
consolida-ajacis,Consolida ajacis,Eastern Larkspur,plant,Ranunculaceae,Delphinium,4
coprinellus-micaceus,Coprinellus micaceus,mica cap,fungus,Psathyrellaceae,Coprinellus,4
cosmia-pyralina,Cosmia pyralina,Lunar-spotted Pinion,insect,Noctuidae,Cosmia,4
dianthus-armeria,Dianthus armeria,Deptford Pink,plant,Caryophyllaceae,Dianthus,4
dichrorampha-spec,Dichrorampha spec.,Dichrorampha tortrix moths,insect,Tortricidae,Dichrorampha,4
dicyphus-epilobii,Dicyphus epilobii,Dicyphus plant bug,insect,Miridae,Dicyphus,4
digitaria-sanguinalis,Digitaria sanguinalis,Hairy Finger-grass,plant,Poaceae,Digitaria,4
dolycoris-baccarum,Dolycoris baccarum,Hairy Shieldbug,insect,Pentatomidae,Dolycoris,4
ectemnius-spec,Ectemnius spec.,Square-headed wasps,insect,Crabronidae,Ectemnius,4
ectropis-crepuscularia,Ectropis crepuscularia,Small Engrailed,insect,Geometridae,Ectropis,4
epinotia-abbreviana,Epinotia abbreviana,Brown Elm Bell,insect,Tortricidae,Epinotia,4
eratigena-spec,Eratigena spec.,House spiders,arachnid,Agelenidae,Eratigena,4
erodium-cicutarium,Erodium cicutarium,Common Stork's-bill,plant,Geraniaceae,Erodium,4
eucosma-cana,Eucosma cana,Hoary Bell,insect,Tortricidae,Eucosma,4
halyzia-sedecimguttata,Halyzia sedecimguttata,Orange Ladybird,insect,Coccinellidae,Halyzia,4
heterotoma-planicornis,Heterotoma planicornis,Common Flathorn Plant Bug,insect,Miridae,Heterotoma,4
idaea-biselata,Idaea biselata,Small Fan-footed Wave,insect,Geometridae,Idaea,4
lacanobia-oleracea,Lacanobia oleracea,Bright-line Brown-eye,insect,Noctuidae,Lacanobia,4
lathyrus-sylvestris,Lathyrus sylvestris,Narrow-leaved Everlasting-pea,plant,Fabaceae,Lathyrus,4
leontodon-saxatilis,Leontodon saxatilis,Lesser Hawkbit,plant,Asteraceae,"",4
linyphiidae-indet,Linyphiidae indet.,Sheetweb and Dwarf Weavers,arachnid,Linyphiidae,"",4
lolium-perenne,Lolium perenne,Perennial Rye-grass,plant,Poaceae,Lolium,4
lomographa-bimaculata,Lomographa bimaculata,White-pinion Spotted,insect,Geometridae,Lomographa,4
lycophotia-porphyrea,Lycophotia porphyrea,True Lover's Knot,insect,Noctuidae,Lycophotia,4
matricaria-discoidea,Matricaria discoidea,Pineappleweed,plant,Asteraceae,Matricaria,4
megachile-ericetorum,Megachile ericetorum,Banded Mud Bee,insect,Megachilidae,Megachile,4
meliscaeva-auricollis,Meliscaeva auricollis,Spotted Thintail,insect,Syrphidae,Meliscaeva,4
nephrotoma-spec,Nephrotoma spec.,Tiger Crane Flies,insect,Tipulidae,Nephrotoma,4
netta-rufina,Netta rufina,Red-crested Pochard,bird,Anatidae,Netta,4
notoxus-monoceros,Notoxus monoceros,monoceros beetle,insect,Anthicidae,Notoxus,4
ochropacha-duplaris,Ochropacha duplaris,Common Lutestring,insect,Drepanidae,Ochropacha,4
ononis-spinosa-subsp-procurrens,Ononis spinosa subsp. procurrens,Common Restharrow,plant,Fabaceae,Ononis,4
orthotrichia-costalis,Orthotrichia costalis,Microcaddisflies,insect,Hydroptilidae,Orthotrichia,4
papilio-machaon,Papilio machaon,Swallowtail,insect,Papilionidae,Papilio,4
paraswammerdamia-nebulella,Paraswammerdamia nebulella,Hawthorn Ermel,insect,Yponomeutidae,Paraswammerdamia,4
pardosa-spec,Pardosa spec.,Wolf Spider unknown,arachnid,Lycosidae,Pardosa,4
phalera-bucephala,Phalera bucephala,Buff-tip,insect,Notodontidae,Phalera,4
pimplinae-indet,Pimplinae indet.,Pimpline wasps,other,"","",4
planuncus-tingitanus-s-l,Planuncus tingitanus s.l.,Variable cockroach,insect,Ectobiidae,Planuncus,4
poa-annua,Poa annua,Annual Meadow-grass,plant,Poaceae,Poa,4
pollenia-spec,Pollenia spec.,Cluster Fly unknown,insect,Polleniidae,Pollenia,4
populus-x-canadensis-p-deltoides-x-p-nigra,Populus x canadensis (P. deltoides x P. nigra),Hybrid black poplar,plant,Salicaceae,Populus,4
populus-x-canescens-p-alba-x-p-tremula,Populus x canescens (P. alba x P. tremula),Gray poplar,plant,Salicaceae,Populus,4
prays-ruficeps,Prays ruficeps,Dark Ash Bud Moth,insect,Praydidae,Prays,4
prunus-avium,Prunus avium,Wild Cherry,plant,Rosaceae,Prunus,4
pulicaria-dysenterica,Pulicaria dysenterica,Common Fleabane,plant,Asteraceae,Pulicaria,4
ranunculus-repens,Ranunculus repens,Creeping Buttercup,plant,Ranunculaceae,Ranunculus,4
reseda-lutea,Reseda lutea,Wild Mignonette,plant,Resedaceae,Reseda,4
rhagio-tringarius,Rhagio tringarius,Marsh Snipe Fly,insect,Rhagionidae,Rhagio,4
rubus-spec,Rubus spec.,Blackberry unknown,plant,Rosaceae,Rubus,4
rumex-conglomeratus,Rumex conglomeratus,Sharp Dock,plant,Polygonaceae,Rumex,4
rumex-hydrolapathum,Rumex hydrolapathum,Water Dock,plant,Polygonaceae,Rumex,4
rumex-palustris,Rumex palustris,Marsh Dock,plant,Polygonaceae,Rumex,4
rumex-sanguineus,Rumex sanguineus,Wood Dock,plant,Polygonaceae,Rumex,4
sciapus-spec,Sciapus spec.,Long-legged flies,insect,Dolichopodidae,Sciapus,4
sciaridae-indet,Sciaridae indet.,Unidentified Dark-winged fungus gnat,insect,Sciaridae,"",4
scythris-limbella,Scythris limbella,Chenopodium Scythris Moth,insect,Scythrididae,Scythris,4
silis-ruficollis,Silis ruficollis,Soldier beetle,insect,Cantharidae,Crudosilis,4
steatoda-nobilis,Steatoda nobilis,Noble False Widow,arachnid,Theridiidae,Steatoda,4
stenagostus-rhombeus,Stenagostus rhombeus,V click beetle,insect,Elateridae,Stenagostus,4
sylvia-borin,Sylvia borin,Garden Warbler,bird,Sylviidae,Sylvia,4
symmorphus-bifasciatus,Symmorphus bifasciatus,Willow Mason Wasp,insect,Eumenidae,Symmorphus,4
sympetrum-striolatum,Sympetrum striolatum,Common Darter,insect,Libellulidae,Sympetrum,4
tenthredo-scrophulariae,Tenthredo scrophulariae,Figwort sawfly,insect,Tenthredinidae,Tenthredo,4
torymus-spec,Torymus spec.,Torymid wasps,insect,Torymidae,Torymus,4
trichoptera-indet,Trichoptera indet.,Caddisfly unknown,insect,"","",4
vulpia-myuros,Vulpia myuros,Rat's-tail Fescue,plant,Poaceae,Festuca,4
zygiella-x-notata,Zygiella x-notata,Silver-sided Sector Spider,arachnid,Araneidae,Zygiella,4
acleris-holmiana,Acleris holmiana,White-triangle Button,insect,Tortricidae,Acleris,3
adalia-decempunctata,Adalia decempunctata,10-spot Ladybird,insect,Coccinellidae,Adalia,3
aeshna-cyanea,Aeshna cyanea,Southern Hawker,insect,Aeshnidae,Aeshna,3
agonopterix-nervosa,Agonopterix nervosa,Gorse Tip Moth,insect,Depressariidae,Agonopterix,3
agrotis-segetum,Agrotis segetum,Turnip Moth,insect,Noctuidae,Agrotis,3
alcis-repandata,Alcis repandata,Mottled Beauty,insect,Geometridae,Alcis,3
alisma-plantago-aquatica,Alisma plantago-aquatica,Water-plantain,plant,Alismataceae,Alisma,3
anax-parthenope,Anax parthenope,Lesser Emperor,insect,Aeshnidae,Anax,3
andrena-dorsata,Andrena dorsata,Short-fringed Mining Bee,insect,Andrenidae,Andrena,3
anthyllis-vulneraria,Anthyllis vulneraria,Kidney Vetch,plant,Fabaceae,Anthyllis,3
apomyelois-bistriatella,Apomyelois bistriatella,Heath Knot-horn,insect,Pyralidae,Apomyelois,3
araneae-indet,Araneae indet.,Spider unknown,arachnid,"","",3
archips-rosana,Archips rosana,Rose Tortrix,insect,Tortricidae,Archips,3
aristotelia-ericinella,Aristotelia ericinella,heather neb,insect,Gelechiidae,Aristotelia,3
arocatus-melanocephalus,Arocatus melanocephalus,Elm Seed Bug,insect,Lygaeidae,Arocatus,3
asplenium-scolopendrium,Asplenium scolopendrium,Hart's-tongue Fern,plant,Aspleniaceae,Asplenium,3
athalia-rosae,Athalia rosae,Turnip sawfly,insect,Tenthredinidae,Athalia,3
athalia-spec,Athalia spec.,Heath Fritillary,insect,Tenthredinidae,Athalia,3
baccha-elongata,Baccha elongata,Common Dainty,insect,Syrphidae,Baccha,3
bolboschoenus-maritimus,Bolboschoenus maritimus,Sea Club-rush,plant,Cyperaceae,Bolboschoenus,3
braconidae-indet,Braconidae indet.,Braconid unknown,insect,Braconidae,"",3
calliphora-vicina,Calliphora vicina,Common Blow Fly,insect,Calliphoridae,Calliphora,3
caloptilia-semifascia,Caloptilia semifascia,Maple Slender,insect,Gracillariidae,Caloptilia,3
calvia-quatuordecimguttata,Calvia quatuordecimguttata,Cream-spot Ladybird,insect,Coccinellidae,Calvia,3
campanula-persicifolia,Campanula persicifolia,Peach-leaved Bellflower,plant,Campanulaceae,Campanula,3
campanula-portenschlagiana,Campanula portenschlagiana,Adria Bellflower,plant,Campanulaceae,Campanula,3
cataclysta-lemnata,Cataclysta lemnata,Small China-mark,insect,Crambidae,Cataclysta,3
chaerophyllum-bulbosum,Chaerophyllum bulbosum,Bulbous Chervil,plant,Apiaceae,Chaerophyllum,3
chamaenerion-angustifolium,Chamaenerion angustifolium,Rosebay Willowherb,plant,Onagraceae,Chamaenerion,3
chilo-phragmitella,Chilo phragmitella,Wainscot Veneer,insect,Crambidae,Chilo,3
chrysis-ignita-gr,Chrysis ignita-gr.,Chrysis ignita-group,other,"","",3
chrysoperla-carnea-s-l,Chrysoperla carnea s.l.,Common green lacewing,insect,Chrysopidae,Chrysoperla,3
coturnix-coturnix,Coturnix coturnix,Common Quail,bird,Phasianidae,Coturnix,3
crabro-peltarius,Crabro peltarius,Square-headed wasp,insect,Crabronidae,Crabro,3
ctenophora-festiva,Ctenophora festiva,Ornate crane fly,insect,Tipulidae,Ctenophora,3
culicidae-indet,Culicidae indet.,Unidentified mosquito,insect,Culicidae,"",3
cynoglossum-officinale,Cynoglossum officinale,Hound's-tongue,plant,Boraginaceae,Cynoglossum,3
daucus-carota-subsp-carota,Daucus carota subsp. carota,Wild Carrot,plant,Apiaceae,Daucus,3
dichrorampha-petiverella,Dichrorampha petiverella,Common Drill,insect,Tortricidae,Dichrorampha,3
dolichopus-spec,Dolichopus spec.,Long-legged flies,other,"","",3
drepana-falcataria,Drepana falcataria,Pebble Hook-tip,insect,Drepanidae,Drepana,3
dryas-iulia,Dryas iulia,Julia Heliconian,insect,Nymphalidae,Dryas,3
ecnomus-tenellus,Ecnomus tenellus,Caddisfly,insect,Ecnomidae,Ecnomus,3
eilema-depressa,Eilema depressa,Buff Footman,insect,Erebidae,Katha,3
elateridae-indet,Elateridae indet.,Click Beetles,insect,Elateridae,"",3
emberiza-schoeniclus,Emberiza schoeniclus,Common Reed Bunting,bird,Emberizidae,Emberiza,3
empoasca-spec,Empoasca spec.,Potato leafhoppers,insect,Cicadellidae,Empoasca,3
enoplognatha-spec,Enoplognatha spec.,Cobweb spiders,arachnid,Theridiidae,Enoplognatha,3
erigeron-karvinskianus,Erigeron karvinskianus,Mexican Fleabane,plant,Asteraceae,Erigeron,3
erigeron-sumatrensis,Erigeron sumatrensis,Guernsey Fleabane,plant,Asteraceae,Erigeron,3
eristalis-nemorum,Eristalis nemorum,Stripe-faced Drone Fly,insect,Syrphidae,Eristalis,3
ethmia-quadrillella,Ethmia quadrillella,Four-spotted ethmia moth,insect,Ethmiidae,Ethmia,3
eudonia-mercurella,Eudonia mercurella,Garden Grey,insect,Crambidae,Eudonia,3
eupeodes-luniger,Eupeodes luniger,Lunuled Aphideater,insect,Syrphidae,Eupeodes,3
euproctis-chrysorrhoea,Euproctis chrysorrhoea,Brown-tail,insect,Erebidae,Euproctis,3
gandaritis-pyraliata,Gandaritis pyraliata,Barred Straw,insect,Geometridae,Eulithis,3
geranium-pyrenaicum,Geranium pyrenaicum,Hedgerow Crane's-bill,plant,Geraniaceae,Geranium,3
glebionis-segetum,Glebionis segetum,Corn Marigold,plant,Asteraceae,Glebionis,3
gnaphalium-luteoalbum,Gnaphalium luteoalbum,Jersey Cudweed,plant,Asteraceae,Helichrysum,3
gonyodiscus-rotundatus,Gonyodiscus rotundatus,Rounded Snail,mollusc,Discidae,Discus,3
grypocoris-sexguttatus,Grypocoris sexguttatus,Six-spotted plant bug,insect,Miridae,Grypocoris,3
harpalus-spec,Harpalus spec.,Ground beetles,insect,Carabidae,Harpalus,3
hecatera-bicolorata,Hecatera bicolorata,Broad-barred White,insect,Noctuidae,Hecatera,3
hecatera-dysodea,Hecatera dysodea,Small Ranunculus,insect,Noctuidae,Hecatera,3
heliophanus-spec,Heliophanus spec.,Sun Jumping Spiders,arachnid,Salticidae,Heliophanus,3
heterocerus-spec,Heterocerus spec.,Variegated mud-loving beetles,insect,Heteroceridae,Heterocerus,3
himacerus-mirmicoides,Himacerus mirmicoides,Ant Damsel Bug,insect,Nabidae,Himacerus,3
holopyga-generosa,Holopyga generosa,Cuckoo wasps,insect,Chrysididae,Holopyga,3
hypericum-x-inodorum-h-androsaemum-x-h-hircinum,Hypericum x inodorum (H. androsaemum x H. hircinum),Tall Tutsan,plant,Hypericaceae,Hypericum,3
hypsopygia-costalis,Hypsopygia costalis,Gold Triangle,insect,Pyralidae,Hypsopygia,3
julidae-indet,Julidae indet.,Snake millipedes,insect,Julidae,"",3
juncus-tenuis,Juncus tenuis,Slender Rush,plant,Juncaceae,Juncus,3
kleidocerys-resedae,Kleidocerys resedae,Birch Catkin Bug,insect,Lygaeidae,Kleidocerys,3
laspeyria-flexula,Laspeyria flexula,Beautiful Hook-tip,insect,Erebidae,Laspeyria,3
lathronympha-strigana,Lathronympha strigana,Red Piercer,insect,Tortricidae,Lathronympha,3
limoniidae-indet,Limoniidae indet.,Limoniid Crane Flies,insect,Limoniidae,"",3
lobularia-maritima,Lobularia maritima,Sweet Alison,plant,Brassicaceae,Lobularia,3
lupinus-polyphyllus,Lupinus polyphyllus,Garden Lupin,plant,Fabaceae,Lupinus,3
lysimachia-nummularia,Lysimachia nummularia,Creeping-Jenny,plant,Primulaceae,Lysimachia,3
malva-alcea,Malva alcea,Greater Musk-mallow,plant,Malvaceae,Malva,3
mellinus-arvensis,Mellinus arvensis,Field Digger Wasp,insect,Crabronidae,Mellinus,3
metzneria-lappella,Metzneria lappella,Burdock Seedhead Moth,insect,Gelechiidae,Metzneria,3
mimulus-guttatus,Mimulus guttatus,Seep monkeyflower,plant,Phrymaceae,Erythranthe,3
misumena-vatia,Misumena vatia,Flower Spider,arachnid,Thomisidae,Misumena,3
mompha-ochraceella,Mompha ochraceella,Buff Cosmet,insect,Momphidae,Mompha,3
monacha-cantiana,Monacha cantiana,Kentish Snail,mollusc,Hygromiidae,Monacha,3
muscidae-indet,Muscidae indet.,House Flies and Allies,insect,Muscidae,"",3
myotis-daubentonii,Myotis daubentonii,Daubenton's Bat,mammal,Vespertilionidae,Myotis,3
nassella-tenuissima,Nassella tenuissima,Feather-grass,plant,Poaceae,Nassella,3
nomada-zonata,Nomada zonata,Variable Nomad Bee,insect,Apidae,Nomada,3
ondatra-zibethicus,Ondatra zibethicus,Common Muskrat,mammal,Cricetidae,Ondatra,3
palloptera-muliebris,Palloptera muliebris,Flutter fly,insect,Pallopteridae,Palloptera,3
papaver-dubium,Papaver dubium,Long-headed Poppy,plant,Papaveraceae,Papaver,3
parapoynx-stratiotata,Parapoynx stratiotata,Ringed China-mark,insect,Crambidae,Parapoynx,3
pelophylax-spec,Pelophylax spec.,Green Frog spec.,amphibian,Ranidae,Pelophylax,3
persicaria-amplexicaulis,Persicaria amplexicaulis,Red Bistort,plant,Polygonaceae,Bistorta,3
phacelia-tanacetifolia,Phacelia tanacetifolia,Phacelia,plant,Hydrophyllaceae,Phacelia,3
phlogophora-meticulosa,Phlogophora meticulosa,Angle Shades,insect,Noctuidae,Phlogophora,3
phycitodes-binaevella,Phycitodes binaevella,Ermine Knot-horn,insect,Pyralidae,Phycitodes,3
piezodorus-lituratus,Piezodorus lituratus,Gorse Shieldbug,insect,Pentatomidae,Piezodorus,3
platycheirus-albimanus,Platycheirus albimanus,Grey-spotted Sedgesitter,insect,Syrphidae,Platycheirus,3
plemyria-rubiginata,Plemyria rubiginata,Blue-bordered Carpet,insect,Geometridae,Plemyria,3
populus-tremula,Populus tremula,Aspen,plant,Salicaceae,Populus,3
portulaca-oleracea,Portulaca oleracea,Common Purslane,plant,Portulacaceae,Portulaca,3
potentilla-reptans,Potentilla reptans,Creeping Cinquefoil,plant,Rosaceae,Potentilla,3
prays-fraxinella,Prays fraxinella,Ash Bud Moth,insect,Praydidae,Prays,3
pterophorus-pentadactyla,Pterophorus pentadactyla,White Plume Moth,insect,Pterophoridae,Pterophorus,3
ptychoptera-contaminata,Ptychoptera contaminata,orange-marked cranefly,insect,Ptychopteridae,Ptychoptera,3
pyrausta-aurata,Pyrausta aurata,Mint Moth,insect,Crambidae,Pyrausta,3
ribes-nigrum,Ribes nigrum,Black Currant,plant,Grossulariaceae,Ribes,3
rubus-sect-corylifolii-rubus-sect-rubus,Rubus sect. Corylifolii + Rubus sect. Rubus,Brambles,other,"","",3
rumex-acetosella,Rumex acetosella,Sheep's Sorrel,plant,Polygonaceae,Rumex,3
sagina-procumbens,Sagina procumbens,Procumbent Pearlwort,plant,Caryophyllaceae,Sagina,3
salvia-pratensis,Salvia pratensis,Meadow Clary,plant,Lamiaceae,Salvia,3
scymnus-interruptus,Scymnus interruptus,Red-flanked Scymnus,insect,Coccinellidae,Scymnus,3
silene-chalcedonica,Silene chalcedonica,Maltese-Cross,plant,Caryophyllaceae,Silene,3
smerinthus-ocellatus,Smerinthus ocellatus,Eyed Hawk Moth,insect,Sphingidae,Smerinthus,3
solidago-gigantea,Solidago gigantea,Giant goldenrod,plant,Asteraceae,Solidago,3
sphinx-ligustri,Sphinx ligustri,Privet Hawk-moth,insect,Sphingidae,Sphinx,3
staphylinidae-indet,Staphylinidae indet.,Rove beetles,insect,Staphylinidae,"",3
steatoda-grossa,Steatoda grossa,False Black Widow,arachnid,Theridiidae,Steatoda,3
stellaria-media,Stellaria media,Common Chickweed,plant,Caryophyllaceae,Stellaria,3
stenarella-domator,Stenarella domator,Parasitic wasp,insect,Ichneumonidae,Stenarella,3
sympetrum-sanguineum,Sympetrum sanguineum,Ruddy Darter,insect,Libellulidae,Sympetrum,3
synageles-spec,Synageles spec.,ant-mimicking jumping spiders,arachnid,Salticidae,Synageles,3
thymus-pulegioides,Thymus pulegioides,Large Thyme,plant,Lamiaceae,Thymus,3
tischeria-ekebladella,Tischeria ekebladella,Oak carl,insect,Tischeriidae,Tischeria,3
trochulus-hispidus,Trochulus hispidus,Hairy Snail,mollusc,Hygromiidae,Trochulus,3
trombidiidae-indet,Trombidiidae indet.,True Velvet Mites,arachnid,Trombidiidae,"",3
typha-latifolia,Typha latifolia,Bulrush,plant,Typhaceae,Typha,3
verbascum-blattaria,Verbascum blattaria,Moth Mullein,plant,Scrophulariaceae,Verbascum,3
verbena-rigida,Verbena rigida,Slender Vervain,plant,Verbenaceae,Verbena,3
veronica-beccabunga,Veronica beccabunga,Brooklime Speedwell,plant,Plantaginaceae,Veronica,3
xanthoria-parietina,Xanthoria parietina,Common orange lichen,lichen,Teloschistaceae,Xanthoria,3
xylota-segnis,Xylota segnis,Orange-belted Leafwalker,insect,Syrphidae,Xylota,3
abraxas-grossulariata,Abraxas grossulariata,Magpie,insect,Geometridae,Abraxas,2
achillea-ptarmica,Achillea ptarmica,Sneezewort,plant,Asteraceae,Achillea,2
acrobasis-repandana,Acrobasis repandana,Warted Knot-horn,insect,Pyralidae,Acrobasis,2
acronicta-leporina,Acronicta leporina,Miller,insect,Noctuidae,Acronicta,2
adaina-microdactyla,Adaina microdactyla,Hemp-agrimony Plume,insect,Pterophoridae,Adaina,2
adelphocoris-lineolatus,Adelphocoris lineolatus,Lucerne Bug,insect,Miridae,Adelphocoris,2
adrastus-pallens,Adrastus pallens,small click beetle,insect,Elateridae,Adrastus,2
agaricus-augustus,Agaricus augustus,The Prince,fungus,Agaricaceae,Agaricus,2
aglais-urticae,Aglais urticae,Small Tortoiseshell,insect,Nymphalidae,Aglais,2
agrimonia-procera,Agrimonia procera,Fragrant Agrimony,plant,Rosaceae,Agrimonia,2
agromyza-reptans-pseudoreptans,Agromyza reptans/pseudoreptans,Agromyza leaf miner flies,insect,Agromyzidae,Agromyza,2
agrypnus-murinus,Agrypnus murinus,Mottled Dingy-brown Click Beetle,insect,Elateridae,Agrypnus,2
ailanthus-altissima,Ailanthus altissima,Tree-of-Heaven,plant,Simaroubaceae,Ailanthus,2
amaurobius-spec,Amaurobius spec.,Lace web spiders,arachnid,Amaurobiidae,Amaurobius,2
amauromyza-verbasci,Amauromyza verbasci,mullein leaf miner,insect,Agromyzidae,Amauromyza,2
anania-coronata,Anania coronata,Spotted Magpie,insect,Crambidae,Anania,2
ancistrocerus-trifasciatus,Ancistrocerus trifasciatus,Three-banded Mason Wasp,insect,Vespidae,Ancistrocerus,2
andrena-minutula-gr,Andrena minutula-gr.,Andrena minutula-group,insect,Andrenidae,Andrena,2
anelosimus-vittatus,Anelosimus vittatus,Banded Comb-Footed Spider,arachnid,Theridiidae,Anelosimus,2
anomaloninae-indet,Anomaloninae indet.,Anomaloninae parasitoid wasps,other,"","",2
anomoia-purmunda,Anomoia purmunda,Spectacled Berry Fly,insect,Tephritidae,Anomoia,2
anthophila-fabriciana,Anthophila fabriciana,Nettle-tap,insect,Choreutidae,Anthophila,2
anyphaena-accentuata,Anyphaena accentuata,Buzzing Spider,arachnid,Anyphaenidae,Anyphaena,2
apium-graveolens,Apium graveolens,Wild Celery,plant,Apiaceae,Apium,2
araschnia-levana,Araschnia levana,Map,insect,Nymphalidae,Araschnia,2
archarius-crux,Archarius crux,hazel weevil,insect,Curculionidae,Archarius,2
argyresthia-pygmaeella,Argyresthia pygmaeella,Sallow Argent,insect,Argyresthiidae,Argyresthia,2
arianta-arbustorum,Arianta arbustorum,Copse Snail,mollusc,Helicidae,Arianta,2
aristolochia-clematitis,Aristolochia clematitis,Birthwort,plant,Aristolochiaceae,Aristolochia,2
arrhenatherum-elatius,Arrhenatherum elatius,False Oat-grass,plant,Poaceae,Arrhenatherum,2
arum-italicum,Arum italicum,Italian Lords-and-Ladies,plant,Araceae,Arum,2
ascobolus-brantophilus,Ascobolus brantophilus,goose dung cup fungus,fungus,Ascobolaceae,Ascobolus,2
asplenium-ruta-muraria,Asplenium ruta-muraria,Wall-rue,plant,Aspleniaceae,Asplenium,2
aythya-ferina,Aythya ferina,Common Pochard,bird,Anatidae,Aythya,2
beris-vallata,Beris vallata,Common Orange Legionnaire,insect,Stratiomyidae,Beris,2
betonica-officinalis,Betonica officinalis,Betony,plant,Lamiaceae,Betonica,2
blepharipa-pratensis,Blepharipa pratensis,a tachinid fly,insect,Tachinidae,Blepharipa,2
bolboschoenus-laticarpus,Bolboschoenus laticarpus,inland club-rush,plant,Cyperaceae,Bolboschoenus,2
borago-officinalis,Borago officinalis,Borage,plant,Boraginaceae,Borago,2
brachmia-blandella,Brachmia blandella,gorse crest,insect,Gelechiidae,Brachmia,2
calendula-officinalis,Calendula officinalis,Garden Marigold,plant,Asteraceae,Calendula,2
caloptilia-stigmatella,Caloptilia stigmatella,Willow Leafcone Caterpillar Moth,insect,Gracillariidae,Caloptilia,2
caradrina-kadenii,Caradrina kadenii,Clancy's Rustic,insect,Noctuidae,Caradrina,2
carduus-nutans,Carduus nutans,Nodding Thistle,plant,Asteraceae,Carduus,2
carex-hirta,Carex hirta,Hairy Sedge,plant,Cyperaceae,Carex,2
cassida-rubiginosa,Cassida rubiginosa,Thistle Tortoise Beetle,insect,Chrysomelidae,Cassida,2
castanea-sativa,Castanea sativa,Sweet Chestnut,plant,Fagaceae,Castanea,2
centaurea-cyanus-cultivar,Centaurea cyanus (cultivar),cornflower cultivar,plant,Asteraceae,Centaurea,2
centaurium-erythraea,Centaurium erythraea,Common Centaury,plant,Gentianaceae,Centaurium,2
cephalaria-gigantea,Cephalaria gigantea,Giant Scabious,plant,Caprifoliaceae,Cephalaria,2
cerastium-fontanum,Cerastium fontanum,Common Mouse-ear,plant,Caryophyllaceae,Cerastium,2
ceratostigma-plumbaginoides,Ceratostigma plumbaginoides,Blue leadwood,plant,Plumbaginaceae,Ceratostigma,2
chenopodium-ficifolium,Chenopodium ficifolium,Fig-leaved Goosefoot,plant,Amaranthaceae,Chenopodium,2
chromatomyia-primulae,Chromatomyia primulae,primrose leaf miner,insect,Agromyzidae,Chromatomyia,2
chrysotus-spec,Chrysotus spec.,Chrysotus long-legged flies,insect,Dolichopodidae,Chrysotus,2
cloeon-dipterum,Cloeon dipterum,Pond Olive,insect,Baetidae,Cloeon,2
cnaemidophorus-rhododactyla,Cnaemidophorus rhododactyla,Rose Plume,insect,Pterophoridae,Cnaemidophorus,2
cosmia-trapezina,Cosmia trapezina,Dun-bar,insect,Noctuidae,Cosmia,2
cotinus-coggygria,Cotinus coggygria,Smoke tree,plant,Anacardiaceae,Cotinus,2
crabro-cribrarius,Crabro cribrarius,Large Shield Wasp,insect,Crabronidae,Crabro,2
craniophora-ligustri,Craniophora ligustri,The Coronet,insect,Noctuidae,Craniophora,2
crocidura-russula,Crocidura russula,White-toothed Shrew,mammal,Soricidae,Crocidura,2
ctenophora-pectinicornis,Ctenophora pectinicornis,orange-sided comb-horn,insect,Tipulidae,Ctenophora,2
culex-pipiens-torrentium,Culex pipiens / torrentium,House Mosquito Complex,insect,Culicidae,Culex,2
curruca-curruca,Curruca curruca,Lesser Whitethroat,bird,Sylviidae,Sylvia,2
cynosurus-echinatus,Cynosurus echinatus,Bristly dogstail grass,plant,Poaceae,Cynosurus,2
dasineura-urticae,Dasineura urticae,Nettle Pouch Gall Midge,insect,Cecidomyiidae,Dasineura,2
deltote-pygarga,Deltote pygarga,Marbled White Spot,insect,Noctuidae,Deltote,2
dianthus-spec-cultivar,Dianthus spec. (cultivar),carnation cultivar,plant,Caryophyllaceae,Dianthus,2
dicranopalpus-ramosus,Dicranopalpus ramosus,Fork-palped Harvestman Complex,arachnid,Phalangiidae,Dicranopalpus,2
dicyphus-errans,Dicyphus errans,Dicyphus plant bug,insect,Miridae,Dicyphus,2
dolerus-spec,Dolerus spec.,Dolerus sawflies,insect,Tenthredinidae,Dolerus,2
dolichopus-claviger,Dolichopus claviger,a long-legged fly,insect,Dolichopodidae,Dolichopus,2
donacaula-forficella,Donacaula forficella,Pale Water-veneer,insect,Crambidae,Donacaula,2
dysstroma-truncata,Dysstroma truncata,Common Marbled Carpet,insect,Geometridae,Dysstroma,2
