slug,latin_name,common_name,category,family,genus,observations_count
sambucus-nigra-laciniata,Sambucus nigra 'Laciniata',Cut-leaved Elder,plant,Viburnaceae,Sambucus,1
santolina-chamaecyparissus,Santolina chamaecyparissus,Lavender-cotton,plant,Asteraceae,Santolina,1
sarcophagidae-indet,Sarcophagidae indet.,Flesh Flies and Satellite Flies,insect,Sarcophagidae,,1
sawadaea-bicornis,Sawadaea bicornis,maple powdery mildew,fungus,Erysiphaceae,Sawadaea,1
scabiosa-columbaria,Scabiosa columbaria,Small Scabious,plant,Caprifoliaceae,Scabiosa,1
sciapus-platypterus,Sciapus platypterus,flat-winged long-legged fly,insect,Dolichopodidae,Sciapus,1
sciota-rhenella,Sciota rhenella,birch pyralid moth,insect,Pyralidae,Sciota,1
scoliopteryx-libatrix,Scoliopteryx libatrix,Herald,insect,Erebidae,Scoliopteryx,1
scolopostethus-decoratus,Scolopostethus decoratus,decorated groundbug,insect,Rhyparochromidae,Scolopostethus,1
scoparia-basistrigalis-ambigualis,Scoparia basistrigalis/ambigualis,Base-lined Grey,insect,Crambidae,Scoparia,1
scraptiidae-indet,Scraptiidae indet.,False Flower Beetles,insect,Scraptiidae,,1
scrophularia-auriculata,Scrophularia auriculata,Water Figwort,plant,Scrophulariaceae,Scrophularia,1
scrophularia-umbrosa,Scrophularia umbrosa,Green Figwort,plant,Scrophulariaceae,Scrophularia,1
scutellaria-columnae,Scutellaria columnae,Large Skullcap,plant,Lamiaceae,Scutellaria,1
scutigera-coleoptrata,Scutigera coleoptrata,House centipede,insect,Scutigeridae,Scutigera,1
scymnus-schmidti-gr,Scymnus schmidti-gr,Schmidt's ladybird,other,,,1
scythropia-crataegella,Scythropia crataegella,Hawthorn Moth,insect,Yponomeutidae,Scythropia,1
sedum-pallidum,Sedum pallidum,Turkish stonecrop,plant,Crassulaceae,Sedum,1
segestria-florentina,Segestria florentina,Green-fanged Tube Web Spider,arachnid,Segestriidae,Segestria,1
seioptera-vibrans,Seioptera vibrans,Dark-tipped Wingwaver,insect,Ulidiidae,Seioptera,1
sempervivum-tectorum,Sempervivum tectorum,House-leek,plant,Crassulaceae,Sempervivum,1
senecio-sarracenicus,Senecio sarracenicus,Broad leaved Ragwort,plant,Asteraceae,Senecio,1
sepsis-spec,Sepsis spec.,black scavenger fly,insect,Sepsidae,Sepsis,1
silene,Silene,Catchflies,plant,Caryophyllaceae,Silene,1
siproeta-epaphus,Siproeta epaphus,Rusty-tipped Page,insect,Nymphalidae,Siproeta,1
