slug,latin_name,common_name,category,family,genus,observations_count
ceraleptus-lividus,Ceraleptus lividus,Slender-horned Leatherbug,insect,Coreidae,Ceraleptus,1
cerastium-glomeratum,Cerastium glomeratum,Sticky Mouse-ear,plant,Caryophyllaceae,Cerastium,1
ceratopogonidae-indet,Ceratopogonidae indet.,Unidentified Biting midge,insect,Ceratopogonidae,,1
chaenorhinum-minus,Chaenorhinum minus,Small Toadflax,plant,Plantaginaceae,Chaenorhinum,1
chaenorhinum-origanifolium,Chaenorhinum origanifolium,Malling Toadflax,plant,Plantaginaceae,Chaenorhinum,1
chaoborus-spec,Chaoborus spec.,phantom midges,insect,Chaoboridae,Chaoborus,1
cheilosia-illustrata,Cheilosia illustrata,Bumblebee Blacklet,insect,Syrphidae,Cheilosia,1
cheilosia-spec,Cheilosia spec.,Carbon Blacklet,insect,Syrphidae,Cheilosia,1
chenopodiastrum-murale,Chenopodiastrum murale,Nettle leaved Goosefoot,plant,Amaranthaceae,Chenopodiastrum,1
chirosia-betuleti,Chirosia betuleti,Knotting Gall,insect,Anthomyiidae,Chirosia,1
chlorophyllum-rhacodes,Chlorophyllum rhacodes,Shaggy Parasol,fungus,Agaricaceae,Chlorophyllum,1
choreutis-nemorana,Choreutis nemorana,fig-tree skeletonizer moth,insect,Choreutidae,Anthophila,1
chorthippus-albomarginatus,Chorthippus albomarginatus,Lesser Marsh Grasshopper,insect,Acrididae,Chorthippus,1
chorthippus-biguttulus,Chorthippus biguttulus,Bow-winged grasshopper,insect,Acrididae,Chorthippus,1
chromatomyia-spinaciae,Chromatomyia spinaciae,spinach leafminer,insect,Agromyzidae,Chromatomyia,1
chromatomyia-syngenesiae,Chromatomyia syngenesiae,Chrysanthemum Leafminer,insect,Agromyzidae,Phytomyza,1
chrysochraon-dispar,Chrysochraon dispar,Large Golden Grasshopper,insect,Acrididae,Chrysochraon,1
chrysops-relictus,Chrysops relictus,Twin-lobed Deer Fly,insect,Tabanidae,Chrysops,1
chyromyidae-indet,Chyromyidae indet.,Golden Flies,insect,Chyromyidae,,1
cidaria-fulvata,Cidaria fulvata,Barred Yellow,insect,Geometridae,Cidaria,1
circus-aeruginosus,Circus aeruginosus,Western Marsh Harrier,bird,Accipitridae,Circus,1
cirsium-palustre,Cirsium palustre,Marsh thistle,plant,Asteraceae,Cirsium,1
cladonia-coniocraea,Cladonia coniocraea,Common Powderhorn,lichen,Cladoniaceae,Cladonia,1
claytonia-perfoliata,Claytonia perfoliata,Springbeauty,plant,Montiaceae,Claytonia,1
clinopodium-vulgare,Clinopodium vulgare,Wild Basil,plant,Lamiaceae,Clinopodium,1
