slug,latin_name,common_name,category,family,genus,observations_count
archips-crataegana,Archips crataegana,Brown Oak Tortrix,insect,Tortricidae,Archips,1
arenaria-leptoclados-arenaria-serpyllifolia,Arenaria leptoclados + Arenaria serpyllifolia,Slender Sandwort,other,,,1
arge-cyanocrocea,Arge cyanocrocea,Strawberry sawfly,insect,Argidae,Arge,1
arge-pagana,Arge pagana,Rose sawfly,insect,Argidae,Arge,1
argogorytes-mystaceus,Argogorytes mystaceus,Two-girdled Digger Wasp,insect,Crabronidae,Argogorytes,1
argynnis-paphia,Argynnis paphia,Silver-washed Fritillary,insect,Nymphalidae,Argynnis,1
argyresthia-albistria,Argyresthia albistria,Purple Argent,insect,Argyresthiidae,Argyresthia,1
argyresthia-goedartella,Argyresthia goedartella,Bronze Alder Moth,insect,Argyresthiidae,Argyresthia,1
argyresthia-retinella,Argyresthia retinella,Netted Argent,insect,Argyresthiidae,Argyresthia,1
argyrotaenia-ljungiana,Argyrotaenia ljungiana,Heather Tortrix,insect,Tortricidae,Argyrotaenia,1
aricia-agestis,Aricia agestis,Brown Argus,insect,Lycaenidae,Aricia,1
arma-custos,Arma custos,Dock Leaf Bug,insect,Pentatomidae,Arma,1
arocatus-longiceps,Arocatus longiceps,plane groundbug,insect,Lygaeidae,Arocatus,1
arum-spec,Arum spec.,Arum unknown,other,,,1
asio-otus,Asio otus,Long-eared Owl,bird,Strigidae,Asio,1
asparagus-officinalis,Asparagus officinalis,Edible asparagus,plant,Asparagaceae,Asparagus,1
assara-terebrella,Assara terebrella,Dark Spruce Knot-horn,insect,Pyralidae,Assara,1
astacidae-cambaridae-parastacidae-indet,Astacidae/Cambaridae/Parastacidae indet.,Crayfish unknown,insect,Astacidae,,1
astrantia-major,Astrantia major,Astrantia,plant,Apiaceae,Astrantia,1
astur-gentilis,Astur gentilis,Eurasian Goshawk,bird,Accipitridae,Astur,1
athene-noctua,Athene noctua,Little Owl,bird,Strigidae,Athene,1
athyrium-filix-femina,Athyrium filix-femina,Lady-fern,plant,Athyriaceae,Athyrium,1
atractotomus-mali,Atractotomus mali,Apple capsid bug,insect,Miridae,Atractotomus,1
atyaephyra-desmarestii,Atyaephyra desmarestii,European Freshwater Shrimp,insect,Atyidae,Atyaephyra,1
auchenorrhyncha-indet,Auchenorrhyncha indet.,Leafhopper unknown (Auchenorrhyncha),other,,,1
