slug,latin_name,common_name,category,family,genus,observations_count
leccinum-duriusculum,Leccinum duriusculum,Slate Bolete,fungus,Boletaceae,Leccinum,1
lecidella-elaeochroma,Lecidella elaeochroma,Gray-green disc lichen,lichen,Lecanoraceae,Lecidella,1
leiobunum-rotundum,Leiobunum rotundum,Rotundum Group,arachnid,Sclerosomatidae,Leiobunum,1
leiobunum-spec-a,Leiobunum spec. A,harvestman,arachnid,Sclerosomatidae,Leiobunum,1
lens-culinaris,Lens culinaris,Lentil,plant,Fabaceae,Vicia,1
lentinus-tigrinus,Lentinus tigrinus,Tiger Sawgill,fungus,Polyporaceae,Lentinus,1
leonurus-cardiaca,Leonurus cardiaca,Motherwort,plant,Lamiaceae,Leonurus,1
lepidium-latifolium,Lepidium latifolium,Dittander,plant,Brassicaceae,Lepidium,1
lepraria-incana,Lepraria incana,Dust lichen,lichen,Stereocaulaceae,Lepraria,1
lepthyphantes-minutus,Lepthyphantes minutus,Common Tree-weaver,arachnid,Linyphiidae,Lepthyphantes,1
leptoglossus-occidentalis,Leptoglossus occidentalis,Western Conifer Seed Bug,insect,Coreidae,Leptoglossus,1
leucaspius-delineatus,Leucaspius delineatus,White aspe,other,Cyprinidae,Leucaspius,1
leucoagaricus-leucothites,Leucoagaricus leucothites,White Dapperling,fungus,Agaricaceae,Leucoagaricus,1
leucospilapteryx-omissella,Leucospilapteryx omissella,Mugwort slender,insect,Gracillariidae,Leucospilapteryx,1
leycesteria-formosa,Leycesteria formosa,Himalayan Honeysuckle,plant,Caprifoliaceae,Leycesteria,1
libellula-depressa,Libellula depressa,Broad-bodied Chaser,insect,Libellulidae,Libellula,1
limnaecia-phragmitella,Limnaecia phragmitella,Shy Cosmet Moth,insect,Cosmopterigidae,Limnaecia,1
limnephilus-flavicornis,Limnephilus flavicornis,yellow-horned caddisfly,insect,Limnephilidae,Limnephilus,1
limnephilus-lunatus,Limnephilus lunatus,Cinnamon Sedge,insect,Limnephilidae,Limnephilus,1
limnephilus-spec,Limnephilus spec.,caddisfly,insect,Limnephilidae,Limnephilus,1
limosa-limosa,Limosa limosa,Black-tailed Godwit,bird,Scolopacidae,Limosa,1
lindenius-albilabris,Lindenius albilabris,white-lipped digger wasp,insect,Crabronidae,Lindenius,1
linum-catharticum,Linum catharticum,Fairy Flax,plant,Linaceae,Linum,1
linum-usitatissimum,Linum usitatissimum,Common Flax,plant,Linaceae,Linum,1
linyphia-hortensis,Linyphia hortensis,Garden Hammock Spider,arachnid,Linyphiidae,Linyphia,1
