slug,latin_name,common_name,category,family,genus,observations_count
synanthedon-formicaeformis,Synanthedon formicaeformis,Red-tipped Clearwing,insect,Sesiidae,Synanthedon,2
syritta-pipiens,Syritta pipiens,Common Compost Fly,insect,Syrphidae,Syritta,2
tabanus-autumnalis,Tabanus autumnalis,Large Marsh Horsefly,insect,Tabanidae,Tabanus,2
taxodium-distichum,Taxodium distichum,Bald cypress,plant,Cupressaceae,Taxodium,2
tephritis-neesii,Tephritis neesii,Oxeye Daisy Fly,insect,Tephritidae,Tephritis,2
theba-pisana,Theba pisana,White Snail,mollusc,Helicidae,Theba,2
tillus-elongatus,Tillus elongatus,two-coloured checkered beetle,insect,Cleridae,Tillus,2
tinodes-waeneri,Tinodes waeneri,Small Red Sedge,insect,Psychomyiidae,Tinodes,2
trachea-atriplicis,Trachea atriplicis,Orache Moth,insect,Noctuidae,Trachea,2
trachemys-scripta-scripta,Trachemys scripta scripta,Yellow-bellied Slider,reptile,Emydidae,Trachemys,2
triaxomera-parasitella,Triaxomera parasitella,Large Brindled Clothes Moth,insect,Tineidae,Triaxomera,2
trifolium-campestre,Trifolium campestre,Hop Trefoil,plant,Fabaceae,Trifolium,2
tringa-ochropus,Tringa ochropus,Green Sandpiper,bird,Scolopacidae,Tringa,2
trogoderma-angustum,Trogoderma angustum,Stockholm Beetle,insect,Dermestidae,Trogoderma,2
tropaeolum-majus,Tropaeolum majus,Nasturtium,plant,Tropaeolaceae,Tropaeolum,2
tussilago-farfara,Tussilago farfara,Colt's-foot,plant,Asteraceae,Tussilago,2
typhlocybinae-indet,Typhlocybinae indet.,Microleafhoppers,other,,,2
vanellus-vanellus,Vanellus vanellus,Northern Lapwing,bird,Charadriidae,Vanellus,2
verbascum-thapsus,Verbascum thapsus,Great Mullein,plant,Scrophulariaceae,Verbascum,2
veronica-arvensis,Veronica arvensis,Wall Speedwell,plant,Plantaginaceae,Veronica,2
veronica-austriaca,Veronica austriaca,Austrian Speedwell,plant,Plantaginaceae,Veronica,2
vespa-crabro,Vespa crabro,Hornet,insect,Vespidae,Vespa,2
vespula-vulgaris,Vespula vulgaris,Common Wasp,insect,Vespidae,Vespula,2
vicia-hirsuta,Vicia hirsuta,Hairy Tare,plant,Fabaceae,Vicia,2
vitula-biviella,Vitula biviella,Pine-blossom Knot-horn,insect,Pyralidae,Vitula,2
