slug,latin_name,common_name,category,family,genus,observations_count
planuncus-tingitanus-s-l,Planuncus tingitanus s.l.,Variable cockroach,insect,Ectobiidae,Planuncus,4
poa-annua,Poa annua,Annual Meadow-grass,plant,Poaceae,Poa,4
pollenia-spec,Pollenia spec.,Cluster Fly unknown,insect,Polleniidae,Pollenia,4
populus-x-canadensis-p-deltoides-x-p-nigra,Populus x canadensis (P. deltoides x P. nigra),Hybrid black poplar,plant,Salicaceae,Populus,4
populus-x-canescens-p-alba-x-p-tremula,Populus x canescens (P. alba x P. tremula),Gray poplar,plant,Salicaceae,Populus,4
prays-ruficeps,Prays ruficeps,Dark Ash Bud Moth,insect,Praydidae,Prays,4
prunus-avium,Prunus avium,Wild Cherry,plant,Rosaceae,Prunus,4
pulicaria-dysenterica,Pulicaria dysenterica,Common Fleabane,plant,Asteraceae,Pulicaria,4
ranunculus-repens,Ranunculus repens,Creeping Buttercup,plant,Ranunculaceae,Ranunculus,4
reseda-lutea,Reseda lutea,Wild Mignonette,plant,Resedaceae,Reseda,4
rhagio-tringarius,Rhagio tringarius,Marsh Snipe Fly,insect,Rhagionidae,Rhagio,4
rubus-spec,Rubus spec.,Blackberry unknown,plant,Rosaceae,Rubus,4
rumex-conglomeratus,Rumex conglomeratus,Sharp Dock,plant,Polygonaceae,Rumex,4
rumex-hydrolapathum,Rumex hydrolapathum,Water Dock,plant,Polygonaceae,Rumex,4
rumex-palustris,Rumex palustris,Marsh Dock,plant,Polygonaceae,Rumex,4
rumex-sanguineus,Rumex sanguineus,Wood Dock,plant,Polygonaceae,Rumex,4
sciapus-spec,Sciapus spec.,Long-legged flies,insect,Dolichopodidae,Sciapus,4
sciaridae-indet,Sciaridae indet.,Unidentified Dark-winged fungus gnat,insect,Sciaridae,,4
scythris-limbella,Scythris limbella,Chenopodium Scythris Moth,insect,Scythrididae,Scythris,4
silis-ruficollis,Silis ruficollis,Soldier beetle,insect,Cantharidae,Crudosilis,4
steatoda-nobilis,Steatoda nobilis,Noble False Widow,arachnid,Theridiidae,Steatoda,4
stenagostus-rhombeus,Stenagostus rhombeus,V click beetle,insect,Elateridae,Stenagostus,4
sylvia-borin,Sylvia borin,Garden Warbler,bird,Sylviidae,Sylvia,4
symmorphus-bifasciatus,Symmorphus bifasciatus,Willow Mason Wasp,insect,Eumenidae,Symmorphus,4
sympetrum-striolatum,Sympetrum striolatum,Common Darter,insect,Libellulidae,Sympetrum,4
