slug,latin_name,common_name,category,family,genus,observations_count
tripleurospermum-maritimum-matricaria-chamomilla,Tripleurospermum maritimum + Matricaria chamomilla,Sea mayweed and scented mayweed (mixed),other,,,8
trypoxylon-spec,Trypoxylon spec.,Organ-pipe mud daubers,insect,Crabronidae,Trypoxylon,8
acrocephalus-schoenobaenus,Acrocephalus schoenobaenus,Sedge Warbler,bird,Acrocephalidae,Acrocephalus,7
araniella-spec,Araniella spec.,Cucumber Spider unknown,arachnid,Araneidae,Araniella,7
arenostola-phragmitidis,Arenostola phragmitidis,Fen Wainscot,insect,Noctuidae,Arenostola,7
argyresthia-brockeella,Argyresthia brockeella,Gold-ribbon Argent,insect,Argyresthiidae,Argyresthia,7
brachypodium-sylvaticum,Brachypodium sylvaticum,False Brome,plant,Poaceae,Brachypodium,7
cabera-pusaria,Cabera pusaria,Common White Wave,insect,Geometridae,Cabera,7
campanula-rapunculoides,Campanula rapunculoides,Creeping Bellflower,plant,Campanulaceae,Campanula,7
campanula-trachelium,Campanula trachelium,Nettle-leaved Bellflower,plant,Campanulaceae,Campanula,7
cantharis-spec,Cantharis spec.,Soldier beetles,other,,,7
caradrina-clavipalpis,Caradrina clavipalpis,Pale Mottled Willow,insect,Noctuidae,Caradrina,7
cettia-cetti,Cettia cetti,Cetti's Warbler,bird,Cettiidae,Cettia,7
chrysolina-coerulans,Chrysolina coerulans,Blue Mint Leaf Beetle,insect,Chrysomelidae,Chrysolina,7
clytus-arietis,Clytus arietis,Wasp Beetle,insect,Cerambycidae,Clytus,7
dolichomitus-complex,Dolichomitus-complex,Dolichomitus parasitoid wasps,insect,Ichneumonidae,Dolichomitus,7
eristalis-pertinax,Eristalis pertinax,Tapered Drone Fly,insect,Syrphidae,Eristalis,7
evergestis-extimalis,Evergestis extimalis,Marbled Yellow Pearl,insect,Crambidae,Evergestis,7
evergestis-limbata,Evergestis limbata,Dark Bordered Pearl,insect,Crambidae,Evergestis,7
gonepteryx-rhamni,Gonepteryx rhamni,Brimstone,insect,Pieridae,Gonepteryx,7
gypsonoma-dealbana,Gypsonoma dealbana,Common Cloaked Shoot,insect,Tortricidae,Gypsonoma,7
hylaeus-spec,Hylaeus spec.,Yellow-faced Bee unknown,insect,Colletidae,Hylaeus,7
ichneumonidae-indet,Ichneumonidae indet.,Ichneumonid unknown,insect,Ichneumonidae,,7
leptura-quadrifasciata,Leptura quadrifasciata,four-banded longhorn beetle,insect,Cerambycidae,Leptura,7
lysimachia-punctata,Lysimachia punctata,Dotted Loosestrife,plant,Primulaceae,Lysimachia,7
