slug,latin_name,common_name,category,family,genus,observations_count
aulagromyza-hendeliana,Aulagromyza hendeliana,,insect,Agromyzidae,Aulagromyza,1
avena-barbata,Avena barbata,Slender oat,plant,Poaceae,Avena,1
avena-fatua,Avena fatua,Wild Oat,plant,Poaceae,Avena,1
aves-indet-feather,Aves indet. (feather),Bird unknown (feather),bird,,,1
ballus-chalybeius,Ballus chalybeius,Oak Jumping Spider,arachnid,Salticidae,Ballus,1
bathyphantes-gracilis,Bathyphantes gracilis,Gracile Sheet-web Weaver,arachnid,Linyphiidae,Bathyphantes,1
beosus-maritimus,Beosus maritimus,coastal groundbug,insect,Rhyparochromidae,Beosus,1
berberis-julianae,Berberis julianae,Chinese Barberry,plant,Berberidaceae,Berberis,1
beris-morrisii,Beris morrisii,Yellow-legged Black Legionnaire,insect,Stratiomyidae,Beris,1
betulapion-simile,Betulapion simile,Birch Catkin Weevil,insect,Brentidae,Betulapion,1
bidens-frondosa,Bidens frondosa,Beggarticks,plant,Asteraceae,Bidens,1
bidens-tripartita,Bidens tripartita,Trifid Bur-marigold,plant,Asteraceae,Bidens,1
biorhiza-pallida,Biorhiza pallida,Oak Apple Gall Wasp,insect,Cynipidae,Biorhiza,1
bjerkandera-adusta,Bjerkandera adusta,Smoky polypore,fungus,Phanerochaetaceae,Bjerkandera,1
blackstonia-perfoliata,Blackstonia perfoliata,Yellow-wort,plant,Gentianaceae,Blackstonia,1
bledius-spec,Bledius spec.,Rove beetles,insect,Staphylinidae,Bledius,1
boletus-erythropus,Boletus erythropus,Dotted Stem Bolete,fungus,Boletaceae,Boletus,1
boletus-luridus,Boletus luridus,Lurid Bolete,fungus,Boletaceae,Suillellus,1
borkhausenia-fuscescens,Borkhausenia fuscescens,Small Dingy Tubic,insect,Oecophoridae,Borkhausenia,1
brachycera-indet,Brachycera indet.,Fly unknown (Brachycera),other,,,1
branta-canadensis,Branta canadensis,Canada Goose,bird,Anatidae,Branta,1
brassica-napus,Brassica napus,Rape,plant,Brassicaceae,Brassica,1
brassicaceae-indet,Brassicaceae indet.,mustard family,plant,Brassicaceae,,1
brevicoryne-brassicae,Brevicoryne brassicae,Cabbage aphid,insect,Aphididae,Brevicoryne,1
briza-maxima,Briza maxima,Greater Quaking-grass,plant,Poaceae,Briza,1
