slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
anobiidae-indet,Anobiidae indet.,82167,https://static.inaturalist.org/photos/514448386/medium.jpg,,（c) Russ Jones all rights reserved,ok,whole-body beetle on leaf in focus
arctium-lappa,Arctium lappa,59570,https://static.inaturalist.org/photos/295584290/medium.jpg,,(c) Misha Zitser all rights reserved,ok,flowering burdock heads + leaves recognisable
arctium-spec,Arctium spec.,59571,https://inaturalist-open-data.s3.amazonaws.com/photos/13564/medium.jpg,cc-by-sa,(c) Matt Lavin some rights reserved (CC BY-SA),ok,burdock flower heads recognisable
auricularia-mesenterica,Auricularia mesenterica,1138505,https://static.inaturalist.org/photos/203876348/medium.jpeg,,(c) Heather Ridgway all rights reserved,ok,whole fungus colony on log in focus
capsella-bursa-pastoris,Capsella bursa-pastoris,56121,https://inaturalist-open-data.s3.amazonaws.com/photos/23130/medium.jpg,cc-by-nc-sa,(c) José María Escolano some rights reserved (CC BY-NC-SA),ok,flowering stem whole plant in focus
carabidae-indet,Carabidae indet.,49567,https://static.inaturalist.org/photos/111729255/medium.jpg,,(c) c_hutton all rights reserved,ok,whole-body ground beetle on leaf in focus
cernuella-virgata,Cernuella virgata,118886,https://inaturalist-open-data.s3.amazonaws.com/photos/101818037/medium.jpg,cc-by-nc,(c) Cathy Powers some rights reserved (CC BY-NC),ok,whole snail with shell in focus
chloroclystis-v-ata,Chloroclystis v-ata,324080,https://inaturalist-open-data.s3.amazonaws.com/photos/2223095/medium.jpg,cc-by,(c) Donald Hobern some rights reserved (CC BY),ok,whole moth wings spread in focus
clematis-vitalba,Clematis vitalba,160697,https://inaturalist-open-data.s3.amazonaws.com/photos/218591388/medium.jpeg,cc-by,(c) Alexis Tinker-Tsavalas some rights reserved (CC BY),ok,flowering plant recognisable
clubiona-spec,Clubiona spec.,121774,https://inaturalist-open-data.s3.amazonaws.com/photos/326304327/medium.jpg,cc-by,(c) Tone Killick some rights reserved (CC BY),ok,whole sac spider visible in web
cnephaeus-serotinus,Cnephaeus serotinus,1596127,https://inaturalist-open-data.s3.amazonaws.com/photos/2081650/medium.jpg,cc-by-sa,(c) Mnolf some rights reserved (CC BY-SA),ok,whole serotine bat on wood in focus
colletes-daviesanus-fodiens-similis,Colletes daviesanus/fodiens/similis,127737,https://static.inaturalist.org/photos/16548749/medium.jpg,,(c) Henk Wallays all rights reserved,ok,whole cellophane bee on flower in focus
consolida-ajacis,Consolida ajacis,401314,https://inaturalist-open-data.s3.amazonaws.com/photos/41131894/medium.jpg,cc-by-nc,(c) mario bianco prevot some rights reserved (CC BY-NC),ok,flowering larkspur spikes recognisable
coprinellus-micaceus,Coprinellus micaceus,56318,https://static.inaturalist.org/photos/200982305/medium.jpg,,(c) Autumn all rights reserved,ok,cluster of whole mica cap mushrooms in focus
cosmia-pyralina,Cosmia pyralina,55660,https://static.inaturalist.org/photos/105485023/medium.jpeg,,(c) Sergey D all rights reserved,ok,whole moth resting on bark recognisable
dianthus-armeria,Dianthus armeria,64541,https://static.inaturalist.org/photos/108051453/medium.jpg,,(c) Armin Weise all rights reserved,ok,whole flowering plant in focus
dichrorampha-spec,Dichrorampha spec.,173906,https://inaturalist-open-data.s3.amazonaws.com/photos/183569464/medium.jpeg,cc-by-nc,(c) Felix Riegel some rights reserved (CC BY-NC),ok,whole micro-moth on leaf in focus
dicyphus-epilobii,Dicyphus epilobii,603148,https://inaturalist-open-data.s3.amazonaws.com/photos/234430845/medium.jpg,cc-by-nc-nd,(c) Antti Salovaara some rights reserved (CC BY-NC-ND),ok,whole plant bug dorsal view in focus
digitaria-sanguinalis,Digitaria sanguinalis,51633,https://static.inaturalist.org/photos/13055518/medium.jpg,,(c) Tig all rights reserved,ok,finger-grass inflorescence recognisable
dolycoris-baccarum,Dolycoris baccarum,51666,https://inaturalist-open-data.s3.amazonaws.com/photos/583991373/medium.jpg,cc-by,(c) Sousa P et al. some rights reserved (CC BY),ok,whole hairy shieldbug dorsal excellent
ectemnius-spec,Ectemnius spec.,130131,https://inaturalist-open-data.s3.amazonaws.com/photos/3256878/medium.jpg,cc-by-nc,(c) Denis Doucet some rights reserved (CC BY-NC),ok,whole square-headed wasp on flower in focus
ectropis-crepuscularia,Ectropis crepuscularia,143009,https://inaturalist-open-data.s3.amazonaws.com/photos/212898418/medium.jpg,cc-by-nc,(c) Michał Brzeziński some rights reserved (CC BY-NC),ok,whole moth wings spread on leaf litter
epinotia-abbreviana,Epinotia abbreviana,360104,https://inaturalist-open-data.s3.amazonaws.com/photos/42234680/medium.jpg,cc-by-sa,(c) Emanuele Santarelli some rights reserved (CC BY-SA),ok,whole micro-moth on leaf recognisable
eratigena-spec,Eratigena spec.,418824,https://inaturalist-open-data.s3.amazonaws.com/photos/5641408/medium.jpg,cc-by-nc,(c) Thomas Barbin some rights reserved (CC BY-NC),ok,whole house spider in moss in focus
erodium-cicutarium,Erodium cicutarium,1438094,https://inaturalist-open-data.s3.amazonaws.com/photos/3034061/medium.jpg,cc-by-nc,(c) Bryan some rights reserved (CC BY-NC),ok,stork's-bill flowers with ruler recognisable
