slug,latin_name,common_name,category,family,genus,observations_count
anarsia-innoxiella,Anarsia innoxiella,Acer sober,insect,Gelechiidae,Anarsia,1
ancylis-unguicella,Ancylis unguicella,,insect,Tortricidae,Ancylis,1
andricus-kollari,Andricus kollari,Oak Marble Gall Wasp,insect,Cynipidae,Andricus,1
anisantha-madritensis,Anisantha madritensis,Compact Brome,plant,Poaceae,Bromus,1
anisantha-tectorum,Anisantha tectorum,Drooping Brome,plant,Poaceae,Bromus,1
anisoptera-indet,Anisoptera indet.,Dragonfly unknown,plant,Dipterocarpaceae,Anisoptera,1
anodonta-cygnea,Anodonta cygnea,Swan mussel,mollusc,Unionidae,Anodonta,1
anser-anser-f-domesticus,Anser anser f. domesticus,Domesticated Goose,bird,Anatidae,Anser,1
anser-spec,Anser spec.,Goose (Anser) unknown,bird,Anatidae,Anser,1
anthocomus-fasciatus,Anthocomus fasciatus,,insect,Melyridae,Anthocomus,1
anthonomus-rubi,Anthonomus rubi,Strawberry blossom weevil,insect,Curculionidae,Anthonomus,1
anthophila-indet,Anthophila indet.,Bee unidentified,insect,Choreutidae,Anthophila,1
anthrenus-pimpinellae,Anthrenus pimpinellae,Pimpinel carpet beetle,insect,Dermestidae,Anthrenus,1
apamea-lithoxylaea,Apamea lithoxylaea,Light Arches,insect,Noctuidae,Apamea,1
aphis-jacobaeae,Aphis jacobaeae,Ragwort Aphid,insect,Aphididae,Aphis,1
aphis-sambuci,Aphis sambuci,Elder Aphid,insect,Aphididae,Aphis,1
aphrodes-spec,Aphrodes spec.,Leafhoppers,insect,Cicadellidae,Aphrodes,1
aplocera-spec,Aplocera spec.,Geometer moths,other,,,1
apolygus-lucorum,Apolygus lucorum,Green capsid bug,insect,Miridae,Apolygus,1
aproceros-leucopoda,Aproceros leucopoda,Elm Zigzag Sawfly,insect,Argidae,Aproceros,1
aquilegia-vulgaris,Aquilegia vulgaris,Columbine,plant,Ranunculaceae,Aquilegia,1
aquilegia-vulgaris-cultivar,Aquilegia vulgaris (cultivar),Columbine (cultivar),plant,Ranunculaceae,Aquilegia,1
aradus-brenskei,Aradus brenskei,,insect,Aradidae,Aradus,1
araneus-spec,Araneus spec.,Angulate and Roundshouldered Orbweavers,arachnid,Araneidae,Araneus,1
archanara-dissoluta,Archanara dissoluta,Brown-veined Wainscot,insect,Noctuidae,Archanara,1
