slug,latin_name,common_name,category,family,genus,observations_count
typha-angustifolia,Typha angustifolia,Lesser Bulrush,plant,Typhaceae,Typha,1
ulmus-spec,Ulmus spec.,Elm unknown,other,,,1
uloborus-plumipes,Uloborus plumipes,Feather-legged Lace Weaver,arachnid,Uloboridae,Uloborus,1
umbilicus-rupestris,Umbilicus rupestris,Navelwort,plant,Crassulaceae,Umbilicus,1
unio-tumidus,Unio tumidus,Swollen River Mussel,mollusc,Unionidae,Unio,1
urophora-cardui,Urophora cardui,Thistle Gall Fly,insect,Tephritidae,Urophora,1
verbascum-spec,Verbascum spec.,Mullein unknown,plant,Scrophulariaceae,Verbascum,1
verbascum-speciosum,Verbascum speciosum,Hungarian Mullein,plant,Scrophulariaceae,Verbascum,1
verbena-officinalis,Verbena officinalis,Vervain,plant,Verbenaceae,Verbena,1
veronica-catenata,Veronica catenata,Pink Water-Speedwell,plant,Plantaginaceae,Veronica,1
veronica-filiformis,Veronica filiformis,Slender Speedwell,plant,Plantaginaceae,Veronica,1
veronica-longifolia,Veronica longifolia,Garden Speedwell,plant,Plantaginaceae,Veronica,1
veronica-persica,Veronica persica,Common Field-speedwell,plant,Plantaginaceae,Veronica,1
veronicastrum-virginicum,Veronicastrum virginicum,Culver's-root,plant,Plantaginaceae,Veronicastrum,1
vespa-velutina-nigrithorax,Vespa velutina nigrithorax,Asian Hornet ssp. nigrithorax,insect,Vespidae,Vespa,1
vespinae-indet,Vespinae indet.,Hornets and Yellowjackets,other,,,1
vespula-spec,Vespula spec.,Unidentified Yellowjacket,insect,Vespidae,Vespula,1
viburnum-opulus,Viburnum opulus,Guelder-rose,plant,Viburnaceae,Viburnum,1
vicia-sativa,Vicia sativa,Common Vetch,plant,Fabaceae,Vicia,1
volucella-bombylans,Volucella bombylans,Bumblebee Plumehorn,insect,Syrphidae,Volucella,1
xanthorhoe-ferrugata-spadicearia,Xanthorhoe ferrugata / spadicearia,Dark-barred Twin-spot Carpet,insect,Geometridae,Xanthorhoe,1
xanthoria-calcicola,Xanthoria calcicola,limestone sunburst lichen,lichen,Teloschistaceae,Xanthoria,1
xanthostigma-xanthostigma,Xanthostigma xanthostigma,snakefly,insect,Raphidiidae,Xanthostigma,1
xerocomus-chrysenteron-sl-incl-bubalinus-cisalpinus-declivitatum-porosporus,"Xerocomus chrysenteron sl, incl. bubalinus, cisalpinus, declivitatum, porosporus",red cracking bolete,fungus,Boletaceae,Xerocomus,1
xestia-c-nigrum,Xestia c-nigrum,Setaceous Hebrew Character,insect,Noctuidae,Xestia,1
