slug,latin_name,common_name,category,family,genus,observations_count
sisymbrium-orientale,Sisymbrium orientale,Eastern Rocket,plant,Brassicaceae,Sisymbrium,1
sorbaria-sorbifolia,Sorbaria sorbifolia,Sorbaria,plant,Rosaceae,Sorbaria,1
sorbus-aria,Sorbus aria,Common Whitebeam,plant,Rosaceae,,1
sorbus-intermedia,Sorbus intermedia,Swedish Whitebeam,plant,Rosaceae,,1
spergularia-rubra,Spergularia rubra,Sand Spurrey,plant,Caryophyllaceae,Spergularia,1
sphaeroderma-spec,Sphaeroderma spec.,flea beetle,other,,,1
sphaeromias-spec,Sphaeromias spec.,biting midge,insect,Ceratopogonidae,Sphaeromias,1
sphecodes-albilabris,Sphecodes albilabris,White-lipped Blood Bee,insect,Halictidae,Sphecodes,1
sphecodes-spec,Sphecodes spec.,Sweat Bees,insect,Halictidae,Sphecodes,1
spilosoma-lutea,Spilosoma lutea,Buff Ermine,insect,Erebidae,Spilarctia,1
spilosoma-urticae,Spilosoma urticae,Water Ermine,insect,Erebidae,Spilosoma,1
splanchnonema-platani,Splanchnonema platani,Sycamore Splank,fungus,Pleomassariaceae,Splanchnonema,1
squalius-cephalus,Squalius cephalus,Chub,other,Cyprinidae,Squalius,1
stagonomus-venustissimus,Stagonomus venustissimus,Woundwort Shieldbug,insect,Pentatomidae,Eysarcoris,1
staphylea-pinnata,Staphylea pinnata,Bladder nut,plant,Staphyleaceae,Staphylea,1
stegania-trimaculata,Stegania trimaculata,Dorset Cream Wave,insect,Geometridae,Stegania,1
stelis-punctulatissima,Stelis punctulatissima,Banded Dark Bee,insect,Megachilidae,Stelis,1
stenolophus-mixtus,Stenolophus mixtus,slender ground beetle,insect,Carabidae,Stenolophus,1
stevenia-deceptoria,Stevenia deceptoria,Grizzled Woodlouse-fly,insect,Calliphoridae,Stevenia,1
stricticollis-tobias,Stricticollis tobias,Double-dotted Anthicid,insect,Anthicidae,Stricticollis,1
stropharia-rugosoannulata,Stropharia rugosoannulata,Wine-cap Stropharia,fungus,Strophariaceae,Stropharia,1
subacronicta-megacephala,Subacronicta megacephala,Poplar Grey,insect,Noctuidae,Acronicta,1
succisa-pratensis,Succisa pratensis,Devil's-bit Scabious,plant,Caprifoliaceae,Succisa,1
suillia-spec,Suillia spec.,heleomyzid fly,insect,Heleomyzidae,Suillia,1
swammerdamia-pyrella,Swammerdamia pyrella,Little Ermel,insect,Yponomeutidae,Swammerdamia,1
