slug,latin_name,common_name,category,family,genus,observations_count
notocelia-uddmanniana,Notocelia uddmanniana,Bramble Shoot Moth,insect,Tortricidae,Notocelia,5
oligia-strigilis,Oligia strigilis,Marbled Minor,insect,Noctuidae,Oligia,5
pandemis-heparana,Pandemis heparana,Dark Fruit-tree Tortrix,insect,Tortricidae,Pandemis,5
pastinaca-sativa,Pastinaca sativa,Wild Parsnip,plant,Apiaceae,Pastinaca,5
persicaria-lapathifolia-persicaria-maculosa,Persicaria lapathifolia + Persicaria maculosa,Pale persicaria and redshank (mixed),other,,,5
phyllonorycter-quinqueguttella,Phyllonorycter quinqueguttella,Sandhill midget,insect,Gracillariidae,Phyllonorycter,5
pieris-mannii,Pieris mannii,Southern Small White,insect,Pieridae,Pieris,5
pieris-rapae-rapae,Pieris rapae rapae,Cabbage White,insect,Pieridae,Pieris,5
robinia-pseudoacacia,Robinia pseudoacacia,False-acacia,plant,Fabaceae,Robinia,5
rorippa-sylvestris,Rorippa sylvestris,Creeping Yellow cress,plant,Brassicaceae,Rorippa,5
silene-vulgaris,Silene vulgaris,Bladder Campion,plant,Caryophyllaceae,Silene,5
spilosoma-lubricipeda,Spilosoma lubricipeda,White Ermine,insect,Erebidae,Spilosoma,5
swammerdamia-paraswammerdamia-spec,Swammerdamia/Paraswammerdamia spec.,Ermine moths (mixed),insect,Yponomeutidae,Paraswammerdamia,5
taraxacum-officinale-s-l-incl-all-sect,Taraxacum officinale s.l. (incl. all sect.),Common Dandelion,plant,Asteraceae,Taraxacum,5
teleiodes-vulgella,Teleiodes vulgella,common groundling,insect,Gelechiidae,Teleiodes,5
tephritis-bardanae,Tephritis bardanae,Burdock Fly,insect,Tephritidae,Tephritis,5
tilia-spec,Tilia spec.,Basswood unknown,plant,Malvaceae,Tilia,5
tineola-bisselliella,Tineola bisselliella,Webbing Clothes Moth,insect,Tineidae,Tineola,5
verbena-bonariensis,Verbena bonariensis,Argentinian Vervain,plant,Verbenaceae,Verbena,5
xanthorhoe-fluctuata,Xanthorhoe fluctuata,Garden Carpet,insect,Geometridae,Xanthorhoe,5
xestia-triangulum,Xestia triangulum,Double Square-spot,insect,Noctuidae,Xestia,5
agrostemma-githago,Agrostemma githago,Corncockle,plant,Caryophyllaceae,Agrostemma,4
agrostis-spec,Agrostis spec.,Bent grass unknown,plant,Poaceae,Agrostis,4
anax-imperator,Anax imperator,Blue Emperor,insect,Aeshnidae,Anax,4
anisantha-sterilis,Anisantha sterilis,Barren Brome,plant,Poaceae,Bromus,4
