slug,latin_name,common_name,category,family,genus,observations_count
steatoda-grossa,Steatoda grossa,False Black Widow,arachnid,Theridiidae,Steatoda,3
stellaria-media,Stellaria media,Common Chickweed,plant,Caryophyllaceae,Stellaria,3
stenarella-domator,Stenarella domator,Parasitic wasp,insect,Ichneumonidae,Stenarella,3
sympetrum-sanguineum,Sympetrum sanguineum,Ruddy Darter,insect,Libellulidae,Sympetrum,3
synageles-spec,Synageles spec.,ant-mimicking jumping spiders,arachnid,Salticidae,Synageles,3
thymus-pulegioides,Thymus pulegioides,Large Thyme,plant,Lamiaceae,Thymus,3
tischeria-ekebladella,Tischeria ekebladella,Oak carl,insect,Tischeriidae,Tischeria,3
trochulus-hispidus,Trochulus hispidus,Hairy Snail,mollusc,Hygromiidae,Trochulus,3
trombidiidae-indet,Trombidiidae indet.,True Velvet Mites,arachnid,Trombidiidae,,3
typha-latifolia,Typha latifolia,Bulrush,plant,Typhaceae,Typha,3
verbascum-blattaria,Verbascum blattaria,Moth Mullein,plant,Scrophulariaceae,Verbascum,3
verbena-rigida,Verbena rigida,Slender Vervain,plant,Verbenaceae,Verbena,3
veronica-beccabunga,Veronica beccabunga,Brooklime Speedwell,plant,Plantaginaceae,Veronica,3
xanthoria-parietina,Xanthoria parietina,Common orange lichen,lichen,Teloschistaceae,Xanthoria,3
xylota-segnis,Xylota segnis,Orange-belted Leafwalker,insect,Syrphidae,Xylota,3
abraxas-grossulariata,Abraxas grossulariata,Magpie,insect,Geometridae,Abraxas,2
achillea-ptarmica,Achillea ptarmica,Sneezewort,plant,Asteraceae,Achillea,2
acrobasis-repandana,Acrobasis repandana,Warted Knot-horn,insect,Pyralidae,Acrobasis,2
acronicta-leporina,Acronicta leporina,Miller,insect,Noctuidae,Acronicta,2
adaina-microdactyla,Adaina microdactyla,Hemp-agrimony Plume,insect,Pterophoridae,Adaina,2
adelphocoris-lineolatus,Adelphocoris lineolatus,Lucerne Bug,insect,Miridae,Adelphocoris,2
adrastus-pallens,Adrastus pallens,small click beetle,insect,Elateridae,Adrastus,2
agaricus-augustus,Agaricus augustus,The Prince,fungus,Agaricaceae,Agaricus,2
aglais-urticae,Aglais urticae,Small Tortoiseshell,insect,Nymphalidae,Aglais,2
agrimonia-procera,Agrimonia procera,Fragrant Agrimony,plant,Rosaceae,Agrimonia,2
