slug,latin_name,common_name,category,family,genus,observations_count
harmonia-axyridis-f-succinea,Harmonia axyridis f. succinea,Harlequin Ladybird f. succinea,insect,Coccinellidae,Harmonia,36
agrotis-clavis,Agrotis clavis,Heart and Club,insect,Noctuidae,Agrotis,27
pasiphila-rectangulata,Pasiphila rectangulata,Green Pug,insect,Geometridae,Pasiphila,27
aphomia-sociella,Aphomia sociella,Bee Moth,insect,Pyralidae,Aphomia,25
hedya-nubiferana,Hedya nubiferana,Marbled Orchard Tortrix,insect,Tortricidae,Hedya,25
hofmannophila-pseudospretella,Hofmannophila pseudospretella,Brown House Moth,insect,Oecophoridae,Hofmannophila,24
alcedo-atthis,Alcedo atthis,Common Kingfisher,bird,Alcedinidae,Alcedo,23
celypha-lacunana,Celypha lacunana,Common Marble,insect,Tortricidae,Syricoris,23
crassa-unitella,Crassa unitella,Golden-brown Tubic,insect,Oecophoridae,Borkhausenia,23
eudonia-delunella,Eudonia delunella,Pied Grey,insect,Crambidae,Eudonia,22
megachile-spec,Megachile spec.,"Leafcutter, Mortar, and Resin Bees",insect,Megachilidae,Megachile,22
brassica-nigra,Brassica nigra,Black Mustard,plant,Brassicaceae,Brassica,21
crepis-capillaris,Crepis capillaris,Smooth Hawk's-beard,plant,Asteraceae,Crepis,21
jacobaea-vulgaris-subsp-dunensis,Jacobaea vulgaris subsp. dunensis,Dune ragwort,plant,Asteraceae,Jacobaea,21
celypha-striana,Celypha striana,Barred Marble,insect,Tortricidae,Celypha,20
ichneumon-xanthorius,Ichneumon xanthorius,Ichneumon wasp,insect,Ichneumonidae,Ichneumon,20
oecetis-ochracea,Oecetis ochracea,Long-horned caddisfly,insect,Leptoceridae,Oecetis,20
oedemera-lurida-virescens,Oedemera lurida/virescens,Greenish Oedemera,insect,Oedemeridae,Oedemera,20
phoenicurus-ochruros,Phoenicurus ochruros,Black Redstart,bird,Muscicapidae,Phoenicurus,20
convolvulus-sepium,Convolvulus sepium,Hedge Bindweed,plant,Convolvulaceae,Convolvulus,19
cucullia-scrophulariae,Cucullia scrophulariae,Water Betony,insect,Noctuidae,Shargacucullia,19
mystacides-longicornis,Mystacides longicornis,Grouse wing,insect,Leptoceridae,Mystacides,19
philodromus-spec,Philodromus spec.,Running Crab Spiders,arachnid,Philodromidae,Philodromus,19
polycarpon-tetraphyllum,Polycarpon tetraphyllum,Four-leaved Allseed,plant,Caryophyllaceae,Polycarpon,19
artemisia-vulgaris,Artemisia vulgaris,Mugwort,plant,Asteraceae,Artemisia,18
