slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
notocelia-uddmanniana,Notocelia uddmanniana,481213,https://inaturalist-open-data.s3.amazonaws.com/photos/74196950/medium.jpg,cc-by-sa,"(c) Gilles San Martin, some rights reserved (CC BY-SA), uploaded by Gilles San Martin",ok,whole moth in focus
oligia-strigilis,Oligia strigilis,1257760,https://inaturalist-open-data.s3.amazonaws.com/photos/8530192/medium.jpeg,cc-by,"(c) Nick Block, some rights reserved (CC BY), uploaded by Nick Block",ok,whole moth in focus
pandemis-heparana,Pandemis heparana,321981,https://static.inaturalist.org/photos/106300951/medium.jpeg,all-rights-reserved,"(c) Sergey D, all rights reserved, uploaded by Sergey D",ok,whole moth in focus; license all-rights-reserved
pastinaca-sativa,Pastinaca sativa,59778,https://inaturalist-open-data.s3.amazonaws.com/photos/170345028/medium.jpeg,cc-by-nc,"(c) Pavel Gorbunov, some rights reserved (CC BY-NC), uploaded by Pavel Gorbunov",ok,whole plant with flowers in focus
persicaria-lapathifolia-persicaria-maculosa,Persicaria lapathifolia + Persicaria maculosa,63886,https://inaturalist-open-data.s3.amazonaws.com/photos/157824424/medium.jpg,cc-by,"(c) Sandy Wolkenberg, some rights reserved (CC BY), uploaded by Sandy Wolkenberg",ok,flower spike recognisable
phyllonorycter-quinqueguttella,Phyllonorycter quinqueguttella,853060,https://inaturalist-open-data.s3.amazonaws.com/photos/30298985/medium.jpg,cc-by,"(c) Nigel Voaden, some rights reserved (CC BY)",ok,leaf mine on leaf — typical presentation for this leaf-miner species
pieris-mannii,Pieris mannii,336700,https://inaturalist-open-data.s3.amazonaws.com/photos/10546445/medium.jpeg,cc-by-nc,"(c) reddad, some rights reserved (CC BY-NC), uploaded by reddad",ok,whole butterfly in focus
pieris-rapae-rapae,Pieris rapae rapae,55626,https://inaturalist-open-data.s3.amazonaws.com/photos/28420401/medium.jpg,cc-by-nc,"(c) Liu JimFood, some rights reserved (CC BY-NC), uploaded by Liu JimFood",ok,whole butterfly on flower in focus
robinia-pseudoacacia,Robinia pseudoacacia,56088,https://inaturalist-open-data.s3.amazonaws.com/photos/37431398/medium.jpeg,cc-by-nc,"(c) Eric Koberle, some rights reserved (CC BY-NC), uploaded by Eric Koberle",ok,flower cluster recognisable
rorippa-sylvestris,Rorippa sylvestris,167973,https://inaturalist-open-data.s3.amazonaws.com/photos/176124708/medium.jpg,cc-by-nc,"(c) Aleksandr Ebel, some rights reserved (CC BY-NC), uploaded by Aleksandr Ebel",ok,whole plant with yellow flowers in focus
silene-vulgaris,Silene vulgaris,55721,https://inaturalist-open-data.s3.amazonaws.com/photos/149687809/medium.jpg,cc-by-nc,"(c) mayamauri, some rights reserved (CC BY-NC)",ok,bladder campion flowers in focus
spilosoma-lubricipeda,Spilosoma lubricipeda,81653,https://inaturalist-open-data.s3.amazonaws.com/photos/410935825/medium.jpg,cc-by-nc,"(c) Anna Nikolenko, some rights reserved (CC BY-NC), uploaded by Anna Nikolenko",ok,whole white ermine moth in focus
swammerdamia-paraswammerdamia-spec,Swammerdamia/Paraswammerdamia spec.,211297,https://inaturalist-open-data.s3.amazonaws.com/photos/4411853/medium.jpg,cc-by,"(c) Donald Hobern, some rights reserved (CC BY)",ok,whole moth on wood in focus
taraxacum-officinale-s-l-incl-all-sect,Taraxacum officinale s.l. (incl. all sect.),967514,https://inaturalist-open-data.s3.amazonaws.com/photos/35280454/medium.jpg,cc-by-nc,"(c) lonnyholmes, some rights reserved (CC BY-NC), uploaded by lonnyholmes",ok,dandelion flower head recognisable
teleiodes-vulgella,Teleiodes vulgella,324581,https://inaturalist-open-data.s3.amazonaws.com/photos/77642139/medium.jpg,cc-by-nc,"(c) Anja Cervencl, some rights reserved (CC BY-NC), uploaded by Anja Cervencl",ok,whole tiny moth on leaf in focus
tephritis-bardanae,Tephritis bardanae,546370,https://inaturalist-open-data.s3.amazonaws.com/photos/25352252/medium.jpg,cc-by-nc,"(c) Nikolai Vladimirov, some rights reserved (CC BY-NC), uploaded by Nikolai Vladimirov",ok,whole fly on leaf in focus
tilia-spec,Tilia spec.,48797,https://inaturalist-open-data.s3.amazonaws.com/photos/338212054/medium.jpg,cc-by-sa,"(c) Douglas Goldman, some rights reserved (CC BY-SA), uploaded by Douglas Goldman",ok,Tilia flower macro recognisable
tineola-bisselliella,Tineola bisselliella,232606,https://inaturalist-open-data.s3.amazonaws.com/photos/251801664/medium.jpeg,cc-by-nc,"(c) Andrey Ponomarev, some rights reserved (CC BY-NC), uploaded by Andrey Ponomarev",ok,whole clothes moth in focus
verbena-bonariensis,Verbena bonariensis,79487,https://inaturalist-open-data.s3.amazonaws.com/photos/283884295/medium.jpg,cc-by-nc,"(c) akolter, some rights reserved (CC BY-NC)",ok,flower cluster recognisable
xanthorhoe-fluctuata,Xanthorhoe fluctuata,243705,https://inaturalist-open-data.s3.amazonaws.com/photos/484640639/medium.jpg,cc-by-nc,"(c) Tony Morris, some rights reserved (CC BY-NC)",ok,whole moth spread on leaf in focus
