slug,latin_name,common_name,category,family,genus,observations_count
cotula-coronopifolia,Cotula coronopifolia,Buttonweed,plant,Asteraceae,Cotula,1
crambus-lathoniellus,Crambus lathoniellus,Hook-streaked Grass-veneer,insect,Crambidae,Crambus,1
crataerina-pallida,Crataerina pallida,Swift Lousefly,insect,Hippoboscidae,Crataerina,1
cremnops-desertor,Cremnops desertor,Cremnops parasitoid wasp,insect,Braconidae,Cremnops,1
crepis-biennis,Crepis biennis,Rough Hawk's-beard,plant,Asteraceae,Crepis,1
crioceris-asparagi,Crioceris asparagi,Asparagus Beetle,insect,Chrysomelidae,Crioceris,1
criorhina-berberina,Criorhina berberina,Dimorphic Bumblefly,insect,Syrphidae,Criorhina,1
crocothemis-erythraea,Crocothemis erythraea,Broad Scarlet,insect,Libellulidae,Crocothemis,1
crossocerus-annulipes,Crossocerus annulipes,Crossocerus digger wasp,insect,Crabronidae,Crossocerus,1
crossocerus-binotatus,Crossocerus binotatus,Crossocerus digger wasp,insect,Crabronidae,Crossocerus,1
crossocerus-spec,Crossocerus spec.,Crossocerus digger wasps,insect,Crabronidae,Crossocerus,1
cryptinae-indet,Cryptinae indet.,Cryptinae parasitoid wasps,other,,,1
cryptocephalus-spec,Cryptocephalus spec.,Cryptocephalus case-bearer beetles,insect,Chrysomelidae,Cryptocephalus,1
cryptodiaporthe-populea,Cryptodiaporthe populea,poplar bark canker fungus,fungus,Gnomoniaceae,Cryptodiaporthe,1
cryptomyzus-ribis,Cryptomyzus ribis,Currant aphid,insect,Aphididae,Cryptomyzus,1
cryptosphaeria-eunomia,Cryptosphaeria eunomia,Cryptosphaeria wood fungus,fungus,Diatrypaceae,Cryptosphaeria,1
cucullia-chamomillae,Cucullia chamomillae,Chamomile Shark,insect,Noctuidae,Cucullia,1
cybister-lateralimarginalis,Cybister lateralimarginalis,peardrop beetle,insect,Dytiscidae,Cybister,1
cylindroiulus-caeruleocinctus,Cylindroiulus caeruleocinctus,blue-ringed millipede,insect,Julidae,Cylindroiulus,1
cynara-cardunculus,Cynara cardunculus,Globe Artichoke,plant,Asteraceae,Cynara,1
cynara-scolymus,Cynara scolymus,Globe artichoke,plant,Asteraceae,Cynara,1
cynips-divisa,Cynips divisa,Red-pea gall,insect,Cynipidae,Cynips,1
cyphostethus-tristriatus,Cyphostethus tristriatus,Juniper Shield Bug,insect,Acanthosomatidae,Cyphostethus,1
daboecia-cantabrica,Daboecia cantabrica,St Dabeoc's Heath,plant,Ericaceae,Daboecia,1
dacrymyces-stillatus,Dacrymyces stillatus,common jellyspot,fungus,Dacrymycetaceae,Dacrymyces,1
