slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
otiorhynchus-aurifer,Otiorhynchus aurifer,706831,https://inaturalist-open-data.s3.amazonaws.com/photos/158214157/medium.jpg,cc-by-nc,"(c) Rasmus Allesoee, some rights reserved (CC BY-NC), uploaded by Rasmus Allesoee",ok,
otiorhynchus-rugosostriatus,Otiorhynchus rugosostriatus,604471,https://inaturalist-open-data.s3.amazonaws.com/photos/4424792/medium.jpg,cc-by-nc,"(c) Bridget Spencer, some rights reserved (CC BY-NC), uploaded by Bridget Spencer",ok,
otiorhynchus-spec,Otiorhynchus spec.,176197,https://inaturalist-open-data.s3.amazonaws.com/photos/2162031/medium.JPG,cc-by-nc-nd,"(c) Jason M Crockwell, some rights reserved (CC BY-NC-ND), uploaded by Jason M Crockwell",ok,genus photo
ourapteryx-sambucaria,Ourapteryx sambucaria,205220,https://inaturalist-open-data.s3.amazonaws.com/photos/410746236/medium.jpg,cc-by-nc,"(c) Manuel Raab, some rights reserved (CC BY-NC), uploaded by Manuel Raab",ok,
oxalis-debilis,Oxalis debilis,61963,https://inaturalist-open-data.s3.amazonaws.com/photos/62296833/medium.jpeg,cc0,"no rights reserved, uploaded by 葉子",ok,
oxalis-stricta,Oxalis stricta,53183,https://inaturalist-open-data.s3.amazonaws.com/photos/231416750/medium.jpg,cc-by-nc,"(c) raquel_lopez25, some rights reserved (CC BY-NC)",ok,alt from observations
oxalis-tetraphylla,Oxalis tetraphylla,291533,https://inaturalist-open-data.s3.amazonaws.com/photos/12956191/medium.jpg,cc-by-sa,"(c) Alejandro Bayer Tamayo, some rights reserved (CC BY-SA)",ok,
oxybasis-glauca,Oxybasis glauca,931646,https://inaturalist-open-data.s3.amazonaws.com/photos/4053757/medium.jpg,cc-by-nc,"(c) bendingtree, some rights reserved (CC BY-NC), uploaded by bendingtree",ok,
oxybelus-uniglumis,Oxybelus uniglumis,127760,https://inaturalist-open-data.s3.amazonaws.com/photos/305212229/medium.jpg,cc-by,"(c) Michelle Orcutt, some rights reserved (CC BY)",ok,mating pair on flower
oxychilus-draparnaudi,Oxychilus draparnaudi,226720,https://inaturalist-open-data.s3.amazonaws.com/photos/261050512/medium.jpeg,cc-by-nc,"(c) dlbowls, some rights reserved (CC BY-NC), uploaded by dlbowls",ok,
