slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
rhopalus-subrufus,Rhopalus subrufus,327208,https://inaturalist-open-data.s3.amazonaws.com/photos/204702532/large.jpg,cc-by-nc,"(c) Erland Refling Nielsen, some rights reserved (CC BY-NC)",ok,
rissoa-membranacea,Rissoa membranacea,482275,https://inaturalist-open-data.s3.amazonaws.com/photos/446766887/large.jpeg,cc-by-nc,"(c) Frédéric ANDRE, some rights reserved (CC BY-NC)",ok,
rosa-arvensis,Rosa arvensis,360047,https://inaturalist-open-data.s3.amazonaws.com/photos/388517748/large.jpg,cc-by-nc,"(c) Tania, some rights reserved (CC BY-NC)",ok,
rosa-rugosa,Rosa rugosa,83653,https://inaturalist-open-data.s3.amazonaws.com/photos/196094567/large.jpg,cc-by-nc,"(c) Cin-Ty Lee, some rights reserved (CC BY-NC)",ok,
rosa-spec,Rosa spec.,53438,https://inaturalist-open-data.s3.amazonaws.com/photos/241390581/large.jpg,cc-by-sa,"(c) Douglas Goldman, some rights reserved (CC BY-SA)",ok,genus-level taxon
rosmarinus-officinalis,Rosmarinus officinalis,636795,https://inaturalist-open-data.s3.amazonaws.com/photos/635547822/large.jpg,cc-by-nc,"(c) Antje, some rights reserved (CC BY-NC)",ok,
rubus-odoratus,Rubus odoratus,62377,https://inaturalist-open-data.s3.amazonaws.com/photos/20612882/large.jpeg,cc-by-nc,"(c) cgbb2004, some rights reserved (CC BY-NC)",ok,
rumex-acetosa,Rumex acetosa,55821,https://inaturalist-open-data.s3.amazonaws.com/photos/193088153/large.jpeg,cc-by-nc,"(c) sabine-g, some rights reserved (CC BY-NC)",ok,
salix-cinerea,Salix cinerea,168326,https://inaturalist-open-data.s3.amazonaws.com/photos/421202218/large.jpeg,cc-by-nc,"(c) hcoste, some rights reserved (CC BY-NC)",ok,
salvia-argentea,Salvia argentea,168374,https://inaturalist-open-data.s3.amazonaws.com/photos/546319548/large.jpg,cc-by-nc,"(c) Lorenzo Cecchi (https://orcid.org/0000-0001-9706-0947), some rights reserved (CC BY-NC)",ok,
salvia-viridis,Salvia viridis,493015,https://inaturalist-open-data.s3.amazonaws.com/photos/126585785/large.jpg,cc-by-nc,"(c) perun2swarog, some rights reserved (CC BY-NC)",ok,
sambucus-nigra-laciniata,"Sambucus nigra 'Laciniata'",319690,https://inaturalist-open-data.s3.amazonaws.com/photos/458494352/large.jpeg,cc0,no rights reserved,ok,
santolina-chamaecyparissus,Santolina chamaecyparissus,1504284,https://inaturalist-open-data.s3.amazonaws.com/photos/82725448/large.jpg,cc-by-nc,"(c) Guglielmo Vacirca, some rights reserved (CC BY-NC)",ok,
sarcophagidae-indet,Sarcophagidae indet.,52910,https://inaturalist-open-data.s3.amazonaws.com/photos/502633557/large.jpeg,cc-by-nc,"(c) Borbála Lapis, some rights reserved (CC BY-NC)",ok,family-level
sawadaea-bicornis,Sawadaea bicornis,384220,https://inaturalist-open-data.s3.amazonaws.com/photos/333502328/large.jpeg,cc-by-nc,"(c) yerbasanta, some rights reserved (CC BY-NC)",ok,
scabiosa-columbaria,Scabiosa columbaria,85047,https://inaturalist-open-data.s3.amazonaws.com/photos/17395728/large.jpg,cc-by-nc,"(c) berthapi2, some rights reserved (CC BY-NC)",ok,
sciapus-platypterus,Sciapus platypterus,361085,https://inaturalist-open-data.s3.amazonaws.com/photos/106480328/large.jpg,cc-by-nc,"(c) Nikolai Vladimirov, some rights reserved (CC BY-NC)",ok,
sciota-rhenella,Sciota rhenella,548974,https://inaturalist-open-data.s3.amazonaws.com/photos/288506457/large.jpeg,cc-by-sa,"(c) Björn Sothmann, some rights reserved (CC BY-SA)",ok,
scoliopteryx-libatrix,Scoliopteryx libatrix,134078,https://inaturalist-open-data.s3.amazonaws.com/photos/119964125/large.jpg,cc-by-nc,"(c) Bryan Pfeiffer, some rights reserved (CC BY-NC)",ok,
scolopostethus-decoratus,Scolopostethus decoratus,451688,https://inaturalist-open-data.s3.amazonaws.com/photos/588120578/large.jpg,cc-by-nc,"(c) Elijah, some rights reserved (CC BY-NC)",ok,
scoparia-basistrigalis-ambigualis,Scoparia basistrigalis/ambigualis,467933,https://inaturalist-open-data.s3.amazonaws.com/photos/172851157/large.jpg,cc-by-nc,"(c) Camillo De Berardinis, some rights reserved (CC BY-NC)",ok,
scraptiidae-indet,Scraptiidae indet.,173241,https://inaturalist-open-data.s3.amazonaws.com/photos/451202744/large.jpg,cc-by-nc,"(c) MatiasG, some rights reserved (CC BY-NC)",ok,family-level
scrophularia-auriculata,Scrophularia auriculata,338414,https://inaturalist-open-data.s3.amazonaws.com/photos/77224054/large.jpeg,cc-by-nc,"(c) bisgedyn, some rights reserved (CC BY-NC)",ok,
scrophularia-umbrosa,Scrophularia umbrosa,168700,https://inaturalist-open-data.s3.amazonaws.com/photos/121555949/large.jpeg,cc-by-nc,"(c) frank007, some rights reserved (CC BY-NC)",ok,
scutellaria-columnae,Scutellaria columnae,363399,https://inaturalist-open-data.s3.amazonaws.com/photos/148512000/large.jpeg,cc-by-nc,"(c) Marsel, some rights reserved (CC BY-NC)",ok,
scutigera-coleoptrata,Scutigera coleoptrata,49552,https://inaturalist-open-data.s3.amazonaws.com/photos/56797758/large.jpeg,cc-by-sa,"(c) Cecile Roux, some rights reserved (CC BY-SA)",ok,
scymnus-schmidti-gr,Scymnus schmidti-gr,710808,https://inaturalist-open-data.s3.amazonaws.com/photos/160905901/large.jpeg,cc-by-nc,"(c) halinaa, some rights reserved (CC BY-NC)",ok,
