slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
swammerdamia-pyrella,Swammerdamia pyrella,362414,https://inaturalist-open-data.s3.amazonaws.com/photos/27610084/medium.jpg,cc-by,"(c) Drepanostoma, some rights reserved (CC BY)",ok,
symmorphus-crassicornis,Symmorphus crassicornis,804040,https://inaturalist-open-data.s3.amazonaws.com/photos/907800/medium.JPG,cc-by-nc,"(c) Jakob Fahr, some rights reserved (CC BY-NC)",ok,
symphyta-indet,Symphyta indet.,84643,https://inaturalist-open-data.s3.amazonaws.com/photos/10814217/medium.jpeg,cc-by,"(c) Kostas Zontanos, some rights reserved (CC BY)",ok,suborder-level taxon
symplecta-stictica,Symplecta stictica,904264,https://inaturalist-open-data.s3.amazonaws.com/photos/71157083/medium.jpg,cc-by,"(c) Gabriel Casalanguida, some rights reserved (CC BY)",ok,
synanthedon-tipuliformis,Synanthedon tipuliformis,232127,https://inaturalist-open-data.s3.amazonaws.com/photos/394745892/medium.jpeg,cc-by-nc,"(c) Tobias Gratzer, some rights reserved (CC BY-NC)",ok,alternate obs photo
syrphus-ribesii,Syrphus ribesii,52488,https://inaturalist-open-data.s3.amazonaws.com/photos/133642467/medium.jpg,cc-by,"(c) Nash Turley, some rights reserved (CC BY)",ok,licensed obs photo
tachycixius-pilosus,Tachycixius pilosus,547019,https://inaturalist-open-data.s3.amazonaws.com/photos/134259402/medium.jpeg,cc-by-nc,"(c) Corinna Herr, some rights reserved (CC BY-NC)",ok,licensed obs photo
tachysphex-pompiliformis,Tachysphex pompiliformis,1635853,https://inaturalist-open-data.s3.amazonaws.com/photos/305554862/medium.jpeg,cc-by-nc,"(c) Adam Capparelli, some rights reserved (CC BY-NC)",ok,
tagetes-erecta,Tagetes erecta,79312,https://inaturalist-open-data.s3.amazonaws.com/photos/447050846/medium.jpeg,cc-by-nc,"(c) fer_04, some rights reserved (CC BY-NC)",ok,
tagetes-spec,Tagetes spec.,72389,https://inaturalist-open-data.s3.amazonaws.com/photos/108164292/medium.jpeg,cc-by-nc,"(c) Marcio Santos Ferreira, some rights reserved (CC BY-NC)",ok,genus-level licensed obs photo
tamarix-spec,Tamarix spec.,51305,https://inaturalist-open-data.s3.amazonaws.com/photos/31521/medium.jpg,cc-by,"(c) Olivier, some rights reserved (CC BY)",ok,genus-level
