slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
seioptera-vibrans,Seioptera vibrans,606911,https://inaturalist-open-data.s3.amazonaws.com/photos/23785444/medium.jpg,cc-by-nc,"(c) Nikolai Vladimirov, some rights reserved (CC BY-NC), uploaded by Nikolai Vladimirov",ok,
sempervivum-tectorum,Sempervivum tectorum,51779,https://inaturalist-open-data.s3.amazonaws.com/photos/85631937/medium.jpg,cc-by-nc,"(c) snowlizard, some rights reserved (CC BY-NC)",ok,
senecio-sarracenicus,Senecio sarracenicus,706327,https://inaturalist-open-data.s3.amazonaws.com/photos/29437126/medium.jpeg,cc-by-nc,"(c) Богинский Евгений Иванович, some rights reserved (CC BY-NC), uploaded by Богинский Евгений Иванович",ok,
sepsis-spec,Sepsis spec.,129432,https://inaturalist-open-data.s3.amazonaws.com/photos/2702753/medium.jpg,cc-by,"(c) Katja Schulz, some rights reserved (CC BY)",ok,genus-level taxon
silene,Silene,52195,https://inaturalist-open-data.s3.amazonaws.com/photos/9522/medium.jpg,cc-by-nc-sa,"(c) manual crank, some rights reserved (CC BY-NC-SA)",ok,genus-level taxon
siproeta-epaphus,Siproeta epaphus,126316,https://inaturalist-open-data.s3.amazonaws.com/photos/28332286/medium.jpg,cc-by-nc,"(c) Andrei, some rights reserved (CC BY-NC), uploaded by Andrei",ok,
sisymbrium-orientale,Sisymbrium orientale,58086,https://inaturalist-open-data.s3.amazonaws.com/photos/114782798/medium.jpg,cc-by,"(c) Radio Tonreg, some rights reserved (CC BY)",ok,
sorbaria-sorbifolia,Sorbaria sorbifolia,169144,https://inaturalist-open-data.s3.amazonaws.com/photos/83957835/medium.jpg,cc-by-nc,"(c) julies329, some rights reserved (CC BY-NC)",ok,
sorbus-aria,Sorbus aria,900799,https://inaturalist-open-data.s3.amazonaws.com/photos/76073229/medium.jpg,cc-by-nc,"(c) profpiper, some rights reserved (CC BY-NC)",ok,
sorbus-intermedia,Sorbus intermedia,1277895,https://inaturalist-open-data.s3.amazonaws.com/photos/74704421/medium.jpeg,cc-by-nc,"(c) ronics, some rights reserved (CC BY-NC)",ok,
spergularia-rubra,Spergularia rubra,55730,https://inaturalist-open-data.s3.amazonaws.com/photos/63647774/medium.jpg,cc-by-nc,"(c) Bart Wursten, some rights reserved (CC BY-NC), uploaded by Bart Wursten",ok,
sphaeroderma-spec,Sphaeroderma spec.,333381,https://inaturalist-open-data.s3.amazonaws.com/photos/345360439/medium.jpg,cc-by,"(c) janet graham, some rights reserved (CC BY)",ok,genus-level taxon
sphaeromias-spec,Sphaeromias spec.,362276,https://inaturalist-open-data.s3.amazonaws.com/photos/28669997/medium.jpeg,cc-by-nc,"(c) Eric Carpenter, some rights reserved (CC BY-NC), uploaded by Eric Carpenter",ok,genus-level taxon
sphecodes-albilabris,Sphecodes albilabris,154661,https://inaturalist-open-data.s3.amazonaws.com/photos/478538007/medium.jpeg,cc-by,"(c) Pierre Chevillard, some rights reserved (CC BY)",ok,alternate - default had no license
sphecodes-spec,Sphecodes spec.,61891,https://inaturalist-open-data.s3.amazonaws.com/photos/200954359/medium.jpg,cc-by-nc,"(c) Max McCarthy, some rights reserved (CC BY-NC)",ok,genus-level; default had no license
spilosoma-lutea,Spilosoma lutea,61855,https://inaturalist-open-data.s3.amazonaws.com/photos/81356279/medium.jpeg,cc-by-nc,"(c) Orac Ștefan, some rights reserved (CC BY-NC)",ok,alternate - default had no license
spilosoma-urticae,Spilosoma urticae,61422,https://inaturalist-open-data.s3.amazonaws.com/photos/178927892/medium.jpg,cc-by-nc,"(c) Petri Metsälä, some rights reserved (CC BY-NC), uploaded by Petri Metsälä",ok,
splanchnonema-platani,Splanchnonema platani,1258367,https://inaturalist-open-data.s3.amazonaws.com/photos/36765705/medium.jpg,cc-by-nc,"(c) ethancrenson, some rights reserved (CC BY-NC)",ok,alternate - default was microscope spores
squalius-cephalus,Squalius cephalus,113003,https://inaturalist-open-data.s3.amazonaws.com/photos/4222775/medium.jpg,pd,"Karelj, no known copyright restrictions (public domain)",ok,
stagonomus-venustissimus,Stagonomus venustissimus,1293321,https://inaturalist-open-data.s3.amazonaws.com/photos/309289360/medium.jpeg,cc0,"no rights reserved",ok,alternate - default had no license
staphylea-pinnata,Staphylea pinnata,336396,https://inaturalist-open-data.s3.amazonaws.com/photos/511530274/medium.jpg,cc-by-nc,"(c) brunodovere, some rights reserved (CC BY-NC)",ok,
stegania-trimaculata,Stegania trimaculata,471746,https://inaturalist-open-data.s3.amazonaws.com/photos/31926856/medium.jpg,cc-by-nc,"(c) Paolo Mazzei, some rights reserved (CC BY-NC), uploaded by Paolo Mazzei",ok,
stelis-punctulatissima,Stelis punctulatissima,484585,https://inaturalist-open-data.s3.amazonaws.com/photos/518796857/medium.jpg,cc-by-nc,"(c) phil macari, some rights reserved (CC BY-NC)",ok,alternate - default had no license
stenolophus-mixtus,Stenolophus mixtus,451382,https://inaturalist-open-data.s3.amazonaws.com/photos/12309992/medium.jpg,cc-by-nc,"(c) Nikolai Vladimirov, some rights reserved (CC BY-NC), uploaded by Nikolai Vladimirov",ok,
stevenia-deceptoria,Stevenia deceptoria,465750,https://inaturalist-open-data.s3.amazonaws.com/photos/73615164/medium.jpg,cc-by,"(c) RAP, some rights reserved (CC BY), uploaded by RAP",ok,
stricticollis-tobias,Stricticollis tobias,925313,https://inaturalist-open-data.s3.amazonaws.com/photos/83010183/medium.jpg,cc-by,"(c) Justin Williams, some rights reserved (CC BY), uploaded by Justin Williams",ok,
stropharia-rugosoannulata,Stropharia rugosoannulata,119151,https://inaturalist-open-data.s3.amazonaws.com/photos/282486244/medium.jpg,cc-by-nc,"(c) tchitcherine, some rights reserved (CC BY-NC)",ok,
