slug,latin_name,taxon_id,photo_url,photo_license,attribution,status,note
phyllonorycter-platani,Phyllonorycter platani,61351,https://inaturalist-open-data.s3.amazonaws.com/photos/583494989/medium.jpg,cc-by-nc,"(c) Sam R, some rights reserved (CC BY-NC)",ok,leaf mine on plane tree leaf
phyllosticta-cruenta,Phyllosticta cruenta,628829,https://inaturalist-open-data.s3.amazonaws.com/photos/61832563/medium.jpeg,cc-by-nc,"(c) Gennadiy Okatov, some rights reserved (CC BY-NC)",ok,leaf spot lesions on lily leaf
physcia-caesia,Physcia caesia,194681,https://inaturalist-open-data.s3.amazonaws.com/photos/122161204/medium.jpg,cc-by-nc,"(c) Kai-Philipp Schablewski, some rights reserved (CC BY-NC)",ok,blue-gray rosette lichen on rock
physella-acuta,Physella acuta,448024,https://inaturalist-open-data.s3.amazonaws.com/photos/180302069/medium.jpeg,cc-by-nc,"(c) gizzardscout, some rights reserved (CC BY-NC)",ok,acute bladder snail on sand
phytocoris-varipes,Phytocoris varipes,469913,https://inaturalist-open-data.s3.amazonaws.com/photos/171758107/medium.jpeg,cc-by-nc,"(c) ingridaltmann, some rights reserved (CC BY-NC)",ok,long-legged plant bug on leaf
phytomyza-aquilegiae,Phytomyza aquilegiae,483612,https://inaturalist-open-data.s3.amazonaws.com/photos/57758057/medium.jpg,cc-by-nc,"(c) Amanda Cogan Barber, some rights reserved (CC BY-NC)",ok,leaf mines on columbine leaves
phytomyza-lappae,Phytomyza lappae,773422,https://inaturalist-open-data.s3.amazonaws.com/photos/90446497/medium.jpeg,cc-by,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",ok,serpentine leaf mines on burdock leaf
phytomyza-spondylii-pastinacae,"Phytomyza spondylii + pastinacae",831144,https://inaturalist-open-data.s3.amazonaws.com/photos/55466773/medium.jpeg,cc0,"no rights reserved, uploaded by Stephen James McWilliam",ok,serpentine leaf mines on hogweed leaf
phytoptus-abnormis,Phytoptus abnormis,55581,https://inaturalist-open-data.s3.amazonaws.com/photos/393911989/medium.jpeg,cc-by-nc,"(c) Sydney Penner, some rights reserved (CC BY-NC)",ok,galls on oak leaf caused by eriophyid mite
pieris-rapae-napi,Pieris rapae/napi,55626,https://inaturalist-open-data.s3.amazonaws.com/photos/28420401/medium.jpg,cc-by-nc,"(c) Liu JimFood, some rights reserved (CC BY-NC)",ok,Small White butterfly on flower
pimpinella-major,Pimpinella major,166879,https://inaturalist-open-data.s3.amazonaws.com/photos/396852266/medium.jpeg,cc-by-nc,"(c) Wolfgang Bacher, some rights reserved (CC BY-NC)",ok,pink umbel flowers of Greater Burnet-saxifrage
pimpla-rufipes,Pimpla rufipes,496161,https://inaturalist-open-data.s3.amazonaws.com/photos/102519380/medium.jpeg,cc-by-nc,"(c) Corinna Herr, some rights reserved (CC BY-NC)",ok,black slip wasp with orange legs on leaf
piniphila-bifasciana,Piniphila bifasciana,358819,https://inaturalist-open-data.s3.amazonaws.com/photos/75948738/medium.jpg,cc-by-nc,"(c) Paolo Mazzei, some rights reserved (CC BY-NC)",ok,Pine Marble moth whole body on stone
